"","opponent","team_name","week","season","game_id","pass_grade","def_ssn","rank","num_games","half_mark","performance"
"1","ARZ","SEA",16,2016,4329,77.7,"ARZ2016",1,16,8,"Good"
"2","ARZ","ATL",12,2016,4258,74.5,"ARZ2016",2,16,8,"Good"
"3","ARZ","SEA",7,2016,4188,73,"ARZ2016",3,16,8,"Good"
"4","ARZ","NO",15,2016,4308,71.9,"ARZ2016",4,16,8,"Good"
"5","ARZ","LA",4,2016,4152,71.3,"ARZ2016",5,16,8,"Good"
"6","ARZ","CAR",8,2016,4211,69.6,"ARZ2016",6,16,8,"Good"
"7","ARZ","MIN",11,2016,4249,66.1,"ARZ2016",7,16,8,"Good"
"8","ARZ","SF",10,2016,4237,65.7,"ARZ2016",8,16,8,"Good"
"9","ARZ","NE",1,2016,4107,58.5,"ARZ2016",9,16,8,"Bad"
"10","ARZ","MIA",14,2016,4293,57.8413793103448,"ARZ2016",10,16,8,"Bad"
"11","ARZ","NYJ",6,2016,4185,57.5809523809524,"ARZ2016",11,16,8,"Bad"
"12","ARZ","TB",2,2016,4110,56.9,"ARZ2016",12,16,8,"Bad"
"13","ARZ","WAS",13,2016,4281,56.7,"ARZ2016",13,16,8,"Bad"
"14","ARZ","BUF",3,2016,4127,56.6,"ARZ2016",14,16,8,"Bad"
"15","ARZ","SF",5,2016,4157,49,"ARZ2016",15,16,8,"Bad"
"16","ARZ","LA",17,2016,4347,41.0285714285714,"ARZ2016",16,16,8,"Bad"
"17","ARZ","DET",1,2017,7923,79.6,"ARZ2017",1,16,8,"Good"
"18","ARZ","PHI",5,2017,7987,78.8,"ARZ2017",2,16,8,"Good"
"19","ARZ","DAL",3,2017,7969,77.2,"ARZ2017",3,16,8,"Good"
"20","ARZ","LA",13,2017,8110,75.4,"ARZ2017",4,16,8,"Good"
"21","ARZ","TB",6,2017,8009,66.665306122449,"ARZ2017",5,16,8,"Good"
"22","ARZ","IND",2,2017,7939,66,"ARZ2017",6,16,8,"Good"
"23","ARZ","SF",4,2017,7982,64.7,"ARZ2017",7,16,8,"Good"
"24","ARZ","HST",11,2017,8070,62.8,"ARZ2017",8,16,8,"Good"
"25","ARZ","SEA",17,2017,8174,61.3,"ARZ2017",9,16,8,"Bad"
"26","ARZ","SEA",10,2017,8055,61,"ARZ2017",10,16,8,"Bad"
"27","ARZ","SF",9,2017,8050,56.6,"ARZ2017",11,16,8,"Bad"
"28","ARZ","LA",7,2017,8015,56.4,"ARZ2017",12,16,8,"Bad"
"29","ARZ","NYG",16,2017,8158,56,"ARZ2017",13,16,8,"Bad"
"30","ARZ","WAS",15,2017,8133,54.9,"ARZ2017",14,16,8,"Bad"
"31","ARZ","TEN",14,2017,8124,54.5,"ARZ2017",15,16,8,"Bad"
"32","ARZ","JAX",12,2017,8095,52.9,"ARZ2017",16,16,8,"Bad"
"33","ARZ","LA",16,2018,9572,87.1,"ARZ2018",1,16,8,"Good"
"34","ARZ","KC",10,2018,9478,86.5,"ARZ2018",2,16,8,"Good"
"35","ARZ","ATL",15,2018,9549,81.6,"ARZ2018",3,16,8,"Good"
"36","ARZ","LAC",12,2018,9510,81.4421052631579,"ARZ2018",4,16,8,"Good"
"37","ARZ","LA",2,2018,9364,75.1,"ARZ2018",5,16,8,"Good"
"38","ARZ","DET",14,2018,9542,74.2,"ARZ2018",6,16,8,"Good"
"39","ARZ","WAS",1,2018,9349,73.9,"ARZ2018",7,16,8,"Good"
"40","ARZ","DEN",7,2018,9431,72.7132075471698,"ARZ2018",8,16,8,"Good"
"41","ARZ","SEA",17,2018,9593,68.5,"ARZ2018",9,16,8,"Bad"
"42","ARZ","SF",8,2018,9455,65.9,"ARZ2018",10,16,8,"Bad"
"43","ARZ","SEA",4,2018,9395,65.4,"ARZ2018",11,16,8,"Bad"
"44","ARZ","LV",11,2018,9495,62.1,"ARZ2018",12,16,8,"Bad"
"45","ARZ","GB",13,2018,9518,61,"ARZ2018",13,16,8,"Bad"
"46","ARZ","MIN",6,2018,9422,59.3,"ARZ2018",14,16,8,"Bad"
"47","ARZ","SF",5,2018,9413,59.3,"ARZ2018",14,16,8,"Bad"
"48","ARZ","CHI",3,2018,9382,38.7,"ARZ2018",15,16,8,"Bad"
"49","ARZ","CAR",3,2019,13803,86.5,"ARZ2019",1,16,8,"Good"
"50","ARZ","SF",9,2019,13883,85.3,"ARZ2019",2,16,8,"Good"
"51","ARZ","ATL",6,2019,13849,81.3,"ARZ2019",3,16,8,"Good"
"52","ARZ","PIT",14,2019,13967,79,"ARZ2019",4,16,8,"Good"
"53","ARZ","BLT",2,2019,13787,77.7,"ARZ2019",5,16,8,"Good"
"54","ARZ","CIN",5,2019,13826,77.4,"ARZ2019",6,16,8,"Good"
"55","ARZ","LA",13,2019,13949,76.525,"ARZ2019",7,16,8,"Good"
"56","ARZ","NO",8,2019,13875,76.5,"ARZ2019",8,16,8,"Good"
"57","ARZ","SF",11,2019,13919,75.1,"ARZ2019",9,16,8,"Bad"
"58","ARZ","NYG",7,2019,13861,69.4,"ARZ2019",10,16,8,"Bad"
"59","ARZ","SEA",16,2019,13999,68.9,"ARZ2019",11,16,8,"Bad"
"60","ARZ","LA",17,2019,14016,67.5,"ARZ2019",12,16,8,"Bad"
"61","ARZ","CLV",15,2019,13981,65.1,"ARZ2019",13,16,8,"Bad"
"62","ARZ","SEA",4,2019,13820,62.6,"ARZ2019",14,16,8,"Bad"
"63","ARZ","DET",1,2019,13773,62.4,"ARZ2019",15,16,8,"Bad"
"64","ARZ","TB",10,2019,13905,56.9,"ARZ2019",16,16,8,"Bad"
"65","ARZ","SEA",11,2020,18680,90.9,"ARZ2020",1,16,8,"Good"
"66","ARZ","SEA",7,2020,18634,76.3,"ARZ2020",2,16,8,"Good"
"67","ARZ","LA",13,2020,18718,74.3,"ARZ2020",3,16,8,"Good"
"68","ARZ","DET",3,2020,18575,69.9,"ARZ2020",4,16,8,"Good"
"69","ARZ","MIA",9,2020,18662,65.1,"ARZ2020",5,16,8,"Good"
"70","ARZ","LA",17,2020,18786,64.1,"ARZ2020",6,16,8,"Good"
"71","ARZ","SF",16,2020,18757,61.8,"ARZ2020",7,16,8,"Good"
"72","ARZ","PHI",15,2020,18752,60.2,"ARZ2020",8,16,8,"Good"
"73","ARZ","NYJ",5,2020,18602,58.3,"ARZ2020",9,16,8,"Bad"
"74","ARZ","BUF",10,2020,18673,57.0622950819672,"ARZ2020",10,16,8,"Bad"
"75","ARZ","DAL",6,2020,18623,53.8,"ARZ2020",11,16,8,"Bad"
"76","ARZ","NYG",14,2020,18731,52.871875,"ARZ2020",12,16,8,"Bad"
"77","ARZ","SF",1,2020,18544,52.5,"ARZ2020",13,16,8,"Bad"
"78","ARZ","CAR",4,2020,18581,50.8,"ARZ2020",14,16,8,"Bad"
"79","ARZ","WAS",2,2020,18559,47.7,"ARZ2020",15,16,8,"Bad"
"80","ARZ","NE",12,2020,18702,32.5,"ARZ2020",16,16,8,"Bad"
"81","ARZ","LA",14,2021,19815,90,"ARZ2021",1,18,9,"Good"
"82","ARZ","LA",28,2021,21528,85.8444444444444,"ARZ2021",2,18,9,"Good"
"83","ARZ","MIN",2,2021,19634,80.9,"ARZ2021",3,18,9,"Good"
"84","ARZ","SF",9,2021,19741,79.3,"ARZ2021",4,18,9,"Good"
"85","ARZ","IND",16,2021,19833,74.9,"ARZ2021",5,18,9,"Good"
"86","ARZ","DAL",17,2021,19850,69.727027027027,"ARZ2021",6,18,9,"Good"
"87","ARZ","GB",8,2021,19715,69,"ARZ2021",7,18,9,"Good"
"88","ARZ","CAR",10,2021,19752,68.3405405405405,"ARZ2021",8,18,9,"Good"
"89","ARZ","CHI",13,2021,19789,66.6,"ARZ2021",9,18,9,"Good"
"90","ARZ","SEA",11,2021,19769,66.6,"ARZ2021",9,18,9,"Good"
"91","ARZ","SEA",18,2021,19876,66.4,"ARZ2021",10,18,9,"Bad"
"92","ARZ","SF",5,2021,19683,65.9,"ARZ2021",11,18,9,"Bad"
"93","ARZ","LA",4,2021,19666,64.7,"ARZ2021",12,18,9,"Bad"
"94","ARZ","CLV",6,2021,19696,61.905,"ARZ2021",13,18,9,"Bad"
"95","ARZ","DET",15,2021,19823,61.1,"ARZ2021",14,18,9,"Bad"
"96","ARZ","TEN",1,2021,19616,60.8955555555556,"ARZ2021",15,18,9,"Bad"
"97","ARZ","HST",7,2021,19711,54.5,"ARZ2021",16,18,9,"Bad"
"98","ARZ","JAX",3,2021,19644,51,"ARZ2021",17,18,9,"Bad"
"99","ARZ","NE",14,2022,23303,85.8,"ARZ2022",1,17,9,"Good"
"100","ARZ","LA",3,2022,23144,82.5,"ARZ2022",2,17,9,"Good"
"101","ARZ","SF",18,2022,23351,76.2,"ARZ2022",3,17,9,"Good"
"102","ARZ","KC",1,2022,23109,75.1,"ARZ2022",4,17,9,"Good"
"103","ARZ","NO",7,2022,23189,74.0857142857143,"ARZ2022",5,17,9,"Good"
"104","ARZ","ATL",17,2022,23337,72.7,"ARZ2022",6,17,9,"Good"
"105","ARZ","SF",11,2022,23257,63.1,"ARZ2022",7,17,9,"Good"
"106","ARZ","LAC",12,2022,23268,61.3,"ARZ2022",8,17,9,"Good"
"107","ARZ","SEA",9,2022,23228,61.1,"ARZ2022",9,17,9,"Bad"
"108","ARZ","CAR",4,2022,23157,61.0926829268293,"ARZ2022",10,17,9,"Bad"
"109","ARZ","MIN",8,2022,23207,60.6,"ARZ2022",11,17,9,"Bad"
"110","ARZ","DEN",15,2022,23312,59.2,"ARZ2022",12,17,9,"Bad"
"111","ARZ","LV",2,2022,23125,59.1,"ARZ2022",13,17,9,"Bad"
"112","ARZ","PHI",5,2022,23173,58.4,"ARZ2022",14,17,9,"Bad"
"113","ARZ","TB",16,2022,23332,58.1,"ARZ2022",15,17,9,"Bad"
"114","ARZ","SEA",6,2022,23184,55.4,"ARZ2022",16,17,9,"Bad"
"115","ARZ","LA",10,2022,23240,44.5878048780488,"ARZ2022",17,17,9,"Bad"
"116","ARZ","LA",6,2023,23886,89.6,"ARZ2023",1,17,9,"Good"
"117","ARZ","NYG",2,2023,23821,86.1,"ARZ2023",2,17,9,"Good"
"118","ARZ","SF",15,2023,24015,81.8466666666666,"ARZ2023",3,17,9,"Good"
"119","ARZ","PHI",17,2023,24041,81.6767441860465,"ARZ2023",4,17,9,"Good"
"120","ARZ","CLV",9,2023,23925,78.5,"ARZ2023",5,17,9,"Good"
"121","ARZ","SEA",7,2023,23896,77.8,"ARZ2023",6,17,9,"Good"
"122","ARZ","CIN",5,2023,23869,77,"ARZ2023",7,17,9,"Good"
"123","ARZ","SF",4,2023,23857,76.9,"ARZ2023",8,17,9,"Good"
"124","ARZ","SEA",18,2023,24053,75.1,"ARZ2023",9,17,9,"Good"
"125","ARZ","PIT",13,2023,23979,72.28125,"ARZ2023",10,17,9,"Bad"
"126","ARZ","HST",11,2023,23953,70.3298701298701,"ARZ2023",11,17,9,"Bad"
"127","ARZ","LA",12,2023,23970,68,"ARZ2023",12,17,9,"Bad"
"128","ARZ","WAS",1,2023,23804,61.5,"ARZ2023",13,17,9,"Bad"
"129","ARZ","CHI",16,2023,24030,58,"ARZ2023",14,17,9,"Bad"
"130","ARZ","ATL",10,2023,23940,55.3375,"ARZ2023",15,17,9,"Bad"
"131","ARZ","BLT",8,2023,23913,51.8,"ARZ2023",16,17,9,"Bad"
"132","ARZ","DAL",3,2023,23839,44.4,"ARZ2023",17,17,9,"Bad"
"133","ARZ","CAR",16,2024,26120,91.2,"ARZ2024",1,17,9,"Good"
"134","ARZ","LAC",7,2024,25998,89.7,"ARZ2024",2,17,9,"Good"
"135","ARZ","WAS",4,2024,25941,84.4,"ARZ2024",3,17,9,"Good"
"136","ARZ","SEA",14,2024,26096,81.1,"ARZ2024",4,17,9,"Good"
"137","ARZ","MIN",13,2024,26079,76.1,"ARZ2024",5,17,9,"Good"
"138","ARZ","NE",15,2024,26113,73.7,"ARZ2024",6,17,9,"Good"
"139","ARZ","MIA",8,2024,26007,70.3,"ARZ2024",7,17,9,"Good"
"140","ARZ","SEA",12,2024,26067,70.2,"ARZ2024",8,17,9,"Good"
"141","ARZ","DET",3,2024,25925,70.1,"ARZ2024",9,17,9,"Good"
"142","ARZ","GB",6,2024,25975,69.5,"ARZ2024",10,17,9,"Bad"
"143","ARZ","LA",17,2024,26138,68.5,"ARZ2024",11,17,9,"Bad"
"144","ARZ","SF",5,2024,25968,67.5,"ARZ2024",12,17,9,"Bad"
"145","ARZ","BUF",1,2024,25895,62.4,"ARZ2024",13,17,9,"Bad"
"146","ARZ","NYJ",10,2024,26030,62,"ARZ2024",14,17,9,"Bad"
"147","ARZ","CHI",9,2024,26028,60.3,"ARZ2024",15,17,9,"Bad"
"148","ARZ","SF",18,2024,26148,57.6,"ARZ2024",16,17,9,"Bad"
"149","ARZ","LA",2,2024,25909,56.7,"ARZ2024",17,17,9,"Bad"
"150","ATL","TB",1,2016,4095,88.6,"ATL2016",1,19,10,"Good"
"151","ATL","GB",8,2016,4203,81.4,"ATL2016",2,19,10,"Good"
"152","ATL","SEA",29,2016,4354,79.5,"ATL2016",3,19,10,"Good"
"153","ATL","GB",30,2016,4359,78.5,"ATL2016",4,19,10,"Good"
"154","ATL","SEA",6,2016,4183,74,"ATL2016",5,19,10,"Good"
"155","ATL","NE",32,2016,4361,73.7657534246575,"ATL2016",6,19,10,"Good"
"156","ATL","LAC",7,2016,4200,72.5564705882353,"ATL2016",7,19,10,"Good"
"157","ATL","KC",13,2016,4272,72.3,"ATL2016",8,19,10,"Good"
"158","ATL","TB",9,2016,4214,71.0034482758621,"ATL2016",9,19,10,"Good"
"159","ATL","SF",15,2016,4309,68.7,"ATL2016",10,19,10,"Bad"
"160","ATL","LV",2,2016,4113,68.6,"ATL2016",11,19,10,"Bad"
"161","ATL","ARZ",12,2016,4258,67.1,"ATL2016",12,19,10,"Bad"
"162","ATL","PHI",10,2016,4232,66.8,"ATL2016",13,19,10,"Bad"
"163","ATL","NO",3,2016,4141,66.5,"ATL2016",14,19,10,"Bad"
"164","ATL","CAR",4,2016,4144,56.6218181818182,"ATL2016",15,19,10,"Bad"
"165","ATL","DEN",5,2016,4165,52.4,"ATL2016",16,19,10,"Bad"
"166","ATL","NO",17,2016,4334,50.9,"ATL2016",17,19,10,"Bad"
"167","ATL","LA",14,2016,4299,45.7,"ATL2016",18,19,10,"Bad"
"168","ATL","CAR",16,2016,4320,36.8,"ATL2016",19,19,10,"Bad"
"169","ATL","TB",15,2017,8145,90.6,"ATL2017",1,18,9,"Good"
"170","ATL","NO",16,2017,8148,84.3,"ATL2017",2,18,9,"Good"
"171","ATL","MIN",13,2017,8105,81.4,"ATL2017",3,18,9,"Good"
"172","ATL","BUF",4,2017,7972,77.8,"ATL2017",4,18,9,"Good"
"173","ATL","LA",28,2017,9298,76.1,"ATL2017",5,18,9,"Good"
"174","ATL","TB",12,2017,8090,71.8,"ATL2017",6,18,9,"Good"
"175","ATL","NE",7,2017,8027,70.2,"ATL2017",7,18,9,"Good"
"176","ATL","CHI",1,2017,7924,68,"ATL2017",8,18,9,"Good"
"177","ATL","DET",3,2017,7956,65.5,"ATL2017",9,18,9,"Good"
"178","ATL","NYJ",8,2017,8031,63.2,"ATL2017",10,18,9,"Bad"
"179","ATL","NO",14,2017,8114,61.3,"ATL2017",11,18,9,"Bad"
"180","ATL","SEA",11,2017,8081,60.0067796610169,"ATL2017",12,18,9,"Bad"
"181","ATL","GB",2,2017,7952,56.6,"ATL2017",13,18,9,"Bad"
"182","ATL","DAL",10,2017,8065,53.4282608695652,"ATL2017",14,18,9,"Bad"
"183","ATL","MIA",6,2017,8005,52.7,"ATL2017",15,18,9,"Bad"
"184","ATL","PHI",29,2017,9302,52.1,"ATL2017",16,18,9,"Bad"
"185","ATL","CAR",17,2017,8163,48,"ATL2017",17,18,9,"Bad"
"186","ATL","CAR",9,2017,8043,47.7,"ATL2017",18,18,9,"Bad"
"187","ATL","NO",3,2018,9371,87.7,"ATL2018",1,16,8,"Good"
"188","ATL","TB",17,2018,9589,83.8,"ATL2018",2,16,8,"Good"
"189","ATL","CIN",4,2018,9387,83.4,"ATL2018",3,16,8,"Good"
"190","ATL","NO",12,2018,9501,82.0551724137931,"ATL2018",4,16,8,"Good"
"191","ATL","NYG",7,2018,9444,80.8,"ATL2018",5,16,8,"Good"
"192","ATL","TB",6,2018,9417,78.3,"ATL2018",6,16,8,"Good"
"193","ATL","CLV",10,2018,9475,76.1,"ATL2018",7,16,8,"Good"
"194","ATL","CAR",2,2018,9355,71.1,"ATL2018",8,16,8,"Good"
"195","ATL","DAL",11,2018,9487,71,"ATL2018",9,16,8,"Bad"
"196","ATL","WAS",9,2018,9466,69.8,"ATL2018",10,16,8,"Bad"
"197","ATL","PHI",1,2018,9338,59.9481927710843,"ATL2018",11,16,8,"Bad"
"198","ATL","GB",14,2018,9534,59,"ATL2018",12,16,8,"Bad"
"199","ATL","ARZ",15,2018,9549,58.5957446808511,"ATL2018",13,16,8,"Bad"
"200","ATL","BLT",13,2018,9515,51.7885714285714,"ATL2018",14,16,8,"Bad"
"201","ATL","CAR",16,2018,9562,46.4686567164179,"ATL2018",15,16,8,"Bad"
"202","ATL","PIT",5,2018,9409,46.1,"ATL2018",16,16,8,"Bad"
"203","ATL","SEA",8,2019,13869,89.8,"ATL2019",1,16,8,"Good"
"204","ATL","HST",5,2019,13835,85.2,"ATL2019",2,16,8,"Good"
"205","ATL","TEN",4,2019,13811,84.8,"ATL2019",3,16,8,"Good"
"206","ATL","MIN",1,2019,13765,78.9,"ATL2019",4,16,8,"Good"
"207","ATL","ARZ",6,2019,13849,75,"ATL2019",5,16,8,"Good"
"208","ATL","NO",13,2019,13940,74.3076923076923,"ATL2019",6,16,8,"Good"
"209","ATL","LA",7,2019,13855,72.6926829268293,"ATL2019",7,16,8,"Good"
"210","ATL","TB",12,2019,13925,71.2,"ATL2019",8,16,8,"Good"
"211","ATL","NO",10,2019,13903,67.95,"ATL2019",9,16,8,"Bad"
"212","ATL","PHI",2,2019,13792,63.1660714285714,"ATL2019",10,16,8,"Bad"
"213","ATL","SF",15,2019,13983,61.6,"ATL2019",11,16,8,"Bad"
"214","ATL","IND",3,2019,13798,56.3,"ATL2019",12,16,8,"Bad"
"215","ATL","JAX",16,2019,13991,55.3133333333333,"ATL2019",13,16,8,"Bad"
"216","ATL","TB",17,2019,14010,53,"ATL2019",14,16,8,"Bad"
"217","ATL","CAR",11,2019,13917,46,"ATL2019",15,16,8,"Bad"
"218","ATL","CAR",14,2019,13955,45.4,"ATL2019",16,16,8,"Bad"
"219","ATL","SEA",1,2020,18533,91.5,"ATL2020",1,16,8,"Good"
"220","ATL","GB",4,2020,18595,91.3,"ATL2020",2,16,8,"Good"
"221","ATL","TB",17,2020,18784,89.6,"ATL2020",3,16,8,"Good"
"222","ATL","DET",7,2020,18625,88.8,"ATL2020",4,16,8,"Good"
"223","ATL","TB",15,2020,18746,85.6,"ATL2020",5,16,8,"Good"
"224","ATL","NO",11,2020,18687,81.1,"ATL2020",6,16,8,"Good"
"225","ATL","CAR",5,2020,18597,78,"ATL2020",7,16,8,"Good"
"226","ATL","LAC",14,2020,18735,77.4,"ATL2020",8,16,8,"Good"
"227","ATL","DAL",2,2020,18550,73.2980769230769,"ATL2020",9,16,8,"Bad"
"228","ATL","NO",13,2020,18710,71.2,"ATL2020",10,16,8,"Bad"
"229","ATL","DEN",9,2020,18653,70.8,"ATL2020",11,16,8,"Bad"
"230","ATL","MIN",6,2020,18614,68.4,"ATL2020",12,16,8,"Bad"
"231","ATL","LV",12,2020,18696,58.2489795918367,"ATL2020",13,16,8,"Bad"
"232","ATL","CHI",3,2020,18565,56.8052631578947,"ATL2020",14,16,8,"Bad"
"233","ATL","KC",16,2020,18765,52.453488372093,"ATL2020",15,16,8,"Bad"
"234","ATL","CAR",8,2020,18639,49.8,"ATL2020",16,16,8,"Bad"
"235","ATL","PHI",1,2021,19609,87.8,"ATL2021",1,17,9,"Good"
"236","ATL","MIA",7,2021,19705,83.5,"ATL2021",2,17,9,"Good"
"237","ATL","TB",2,2021,19635,82.3,"ATL2021",3,17,9,"Good"
"238","ATL","TB",13,2021,19788,80.3,"ATL2021",4,17,9,"Good"
"239","ATL","CAR",8,2021,19716,80.1448275862069,"ATL2021",5,17,9,"Good"
"240","ATL","NO",9,2021,19737,77.5866666666667,"ATL2021",6,17,9,"Good"
"241","ATL","DAL",10,2021,19746,74.245,"ATL2021",7,17,9,"Good"
"242","ATL","NYG",3,2021,19646,71.9,"ATL2021",8,17,9,"Good"
"243","ATL","SF",15,2021,19828,68.8875,"ATL2021",9,17,9,"Bad"
"244","ATL","NE",11,2021,19757,68.3,"ATL2021",10,17,9,"Bad"
"245","ATL","NO",18,2021,19864,67.5392857142857,"ATL2021",11,17,9,"Bad"
"246","ATL","WAS",4,2021,19657,63.2,"ATL2021",12,17,9,"Bad"
"247","ATL","JAX",12,2021,19778,57,"ATL2021",13,17,9,"Bad"
"248","ATL","BUF",17,2021,19848,56.504347826087,"ATL2021",14,17,9,"Bad"
"249","ATL","DET",16,2021,19835,55.8342857142857,"ATL2021",15,17,9,"Bad"
"250","ATL","CAR",14,2021,19802,55.1666666666667,"ATL2021",16,17,9,"Bad"
"251","ATL","NYJ",5,2021,19686,55,"ATL2021",17,17,9,"Bad"
"252","ATL","CIN",7,2022,23193,90.5,"ATL2022",1,17,9,"Good"
"253","ATL","LAC",9,2022,23220,80.3,"ATL2022",2,17,9,"Good"
"254","ATL","NO",1,2022,23107,77.8,"ATL2022",3,17,9,"Good"
"255","ATL","NO",15,2022,23309,74.6516129032258,"ATL2022",4,17,9,"Good"
"256","ATL","PIT",13,2022,23281,72.5,"ATL2022",5,17,9,"Good"
"257","ATL","BLT",16,2022,23322,71.5,"ATL2022",6,17,9,"Good"
"258","ATL","TB",5,2022,23166,69.9,"ATL2022",7,17,9,"Good"
"259","ATL","ARZ",17,2022,23337,68.2,"ATL2022",8,17,9,"Good"
"260","ATL","SEA",3,2022,23142,67.6,"ATL2022",9,17,9,"Bad"
"261","ATL","CAR",8,2022,23209,63.1,"ATL2022",10,17,9,"Bad"
"262","ATL","LA",2,2022,23122,63,"ATL2022",11,17,9,"Bad"
"263","ATL","CLV",4,2022,23150,61.8,"ATL2022",12,17,9,"Bad"
"264","ATL","SF",6,2022,23177,61.4,"ATL2022",13,17,9,"Bad"
"265","ATL","TB",18,2022,23350,61.1735294117647,"ATL2022",14,17,9,"Bad"
"266","ATL","CHI",11,2022,23245,59.4,"ATL2022",15,17,9,"Bad"
"267","ATL","WAS",12,2022,23265,56.5,"ATL2022",16,17,9,"Bad"
"268","ATL","CAR",10,2022,23232,43.1,"ATL2022",17,17,9,"Bad"
"269","ATL","CHI",17,2023,24043,76.7,"ATL2023",1,17,9,"Good"
"270","ATL","TEN",8,2023,23911,76.1,"ATL2023",2,17,9,"Good"
"271","ATL","DET",3,2023,23837,75.4,"ATL2023",3,17,9,"Good"
"272","ATL","CAR",15,2023,24013,74.2,"ATL2023",4,17,9,"Good"
"273","ATL","HST",5,2023,23865,71.5,"ATL2023",5,17,9,"Good"
"274","ATL","NO",18,2023,24061,69.1590909090909,"ATL2023",6,17,9,"Good"
"275","ATL","WAS",6,2023,23880,68,"ATL2023",7,17,9,"Good"
"276","ATL","JAX",4,2023,23845,67.8,"ATL2023",8,17,9,"Good"
"277","ATL","MIN",9,2023,23920,65.784126984127,"ATL2023",9,17,9,"Bad"
"278","ATL","GB",2,2023,23813,64.7,"ATL2023",10,17,9,"Bad"
"279","ATL","NO",12,2023,23964,64.7,"ATL2023",10,17,9,"Bad"
"280","ATL","ARZ",10,2023,23940,60,"ATL2023",11,17,9,"Bad"
"281","ATL","TB",14,2023,23994,59.9,"ATL2023",12,17,9,"Bad"
"282","ATL","TB",7,2023,23895,57.8,"ATL2023",13,17,9,"Bad"
"283","ATL","IND",16,2023,24027,53.4,"ATL2023",14,17,9,"Bad"
"284","ATL","NYJ",13,2023,23978,48.1727272727273,"ATL2023",15,17,9,"Bad"
"285","ATL","CAR",1,2023,23797,36.3,"ATL2023",16,17,9,"Bad"
"286","ATL","MIN",14,2024,26090,91.9,"ATL2024",1,17,9,"Good"
"287","ATL","NO",4,2024,25942,86.6,"ATL2024",2,17,9,"Good"
"288","ATL","NO",10,2024,26037,86.5,"ATL2024",3,17,9,"Good"
"289","ATL","TB",5,2024,25956,85.7,"ATL2024",4,17,9,"Good"
"290","ATL","DEN",11,2024,26046,84.7,"ATL2024",5,17,9,"Good"
"291","ATL","PIT",1,2024,25894,77.4,"ATL2024",6,17,9,"Good"
"292","ATL","WAS",17,2024,26145,73,"ATL2024",7,17,9,"Good"
"293","ATL","CAR",18,2024,26149,72.3608695652174,"ATL2024",8,17,9,"Good"
"294","ATL","DAL",9,2024,26016,71.8733333333333,"ATL2024",9,17,9,"Good"
"295","ATL","TB",8,2024,26010,71,"ATL2024",10,17,9,"Bad"
"296","ATL","SEA",7,2024,25986,69.5742857142857,"ATL2024",11,17,9,"Bad"
"297","ATL","LAC",13,2024,26075,68.42,"ATL2024",12,17,9,"Bad"
"298","ATL","PHI",2,2024,25923,67.1,"ATL2024",13,17,9,"Bad"
"299","ATL","LV",15,2024,26115,59.8968421052632,"ATL2024",14,17,9,"Bad"
"300","ATL","CAR",6,2024,25981,58.2,"ATL2024",15,17,9,"Bad"
"301","ATL","KC",3,2024,25926,56.4,"ATL2024",16,17,9,"Bad"
"302","ATL","NYG",16,2024,26118,41.2,"ATL2024",17,17,9,"Bad"
"303","BLT","LV",4,2016,4145,85.1,"BLT2016",1,16,8,"Good"
"304","BLT","NE",14,2016,4301,82.9,"BLT2016",2,16,8,"Good"
"305","BLT","CLV",2,2016,4119,78.2,"BLT2016",3,16,8,"Good"
"306","BLT","PIT",16,2016,4331,76,"BLT2016",4,16,8,"Good"
"307","BLT","DAL",11,2016,4245,72.3,"BLT2016",5,16,8,"Good"
"308","BLT","NYJ",7,2016,4197,70.74,"BLT2016",6,16,8,"Good"
"309","BLT","NYG",6,2016,4178,70.6,"BLT2016",7,16,8,"Good"
"310","BLT","BUF",1,2016,4096,64.6,"BLT2016",8,16,8,"Good"
"311","BLT","CLV",10,2016,4227,63.4333333333333,"BLT2016",9,16,8,"Bad"
"312","BLT","CIN",17,2016,4335,61.9,"BLT2016",10,16,8,"Bad"
"313","BLT","WAS",5,2016,4158,57.9,"BLT2016",11,16,8,"Bad"
"314","BLT","PIT",9,2016,4215,57.2,"BLT2016",12,16,8,"Bad"
"315","BLT","CIN",12,2016,4259,53.7,"BLT2016",13,16,8,"Bad"
"316","BLT","JAX",3,2016,4131,50.2,"BLT2016",14,16,8,"Bad"
"317","BLT","MIA",13,2016,4273,47.1,"BLT2016",15,16,8,"Bad"
"318","BLT","PHI",15,2016,4304,37,"BLT2016",16,16,8,"Bad"
"319","BLT","JAX",3,2017,7955,79.5368421052632,"BLT2017",1,16,8,"Good"
"320","BLT","TEN",9,2017,8044,75.3,"BLT2017",2,16,8,"Good"
"321","BLT","CHI",6,2017,8001,74.8184210526316,"BLT2017",3,16,8,"Good"
"322","BLT","CIN",17,2017,8165,71.9,"BLT2017",4,16,8,"Good"
"323","BLT","PIT",4,2017,7978,71.5,"BLT2017",5,16,8,"Good"
"324","BLT","DET",13,2017,8101,71.3560975609756,"BLT2017",6,16,8,"Good"
"325","BLT","PIT",14,2017,8128,70.3,"BLT2017",7,16,8,"Good"
"326","BLT","LV",5,2017,7995,66.9,"BLT2017",8,16,8,"Good"
"327","BLT","IND",16,2017,8146,59.6,"BLT2017",9,16,8,"Bad"
"328","BLT","MIN",7,2017,8016,58.9,"BLT2017",10,16,8,"Bad"
