"","Feature","Gain","Cover","Frequency"
"1","short_qbr_Bad",0.0229765638464287,0.0136701406216338,0.0154653410660039
"2","short_ypa_Good",0.0180917143822448,0.0136797021522192,0.0162938414802541
"3","ds_grade_difference_Good",0.0179338631682291,0.0170697733367972,0.0165700082850041
"4","behind_los_qbr_Good",0.0175828087841973,0.0136831605781756,0.0154653410660039
"5","ttt_difference_Bad",0.0175473535573112,0.0102585051340333,0.011875172604253
"6","medium_acc_pct_Good",0.0174785795893836,0.0102231071271852,0.00994200497100249
"7","medium_ypa_Good",0.0172763996254137,0.0170917445134615,0.0182270091135046
"8","short_acc_pct_Good",0.0169058703511839,0.0102635910545575,0.0115990057995029
"9","medium_grade_Bad",0.0168079473430184,0.0136872293145949,0.0165700082850041
"10","medium_time_to_throw_Bad",0.0159571007389669,0.0102654219859462,0.0124275062137531
"11","short_acc_pct_Bad",0.0156491114245925,0.0136359632357115,0.0138083402375035
"12","ds_twp_difference_Good",0.0154697332279463,0.0144659854652529,0.0146368406517537
"13","medium_acc_pct_diff",0.0141759033848099,0.023917049856872,0.0179508423087545
"14","short_twp_rate_diff",0.0141213608111562,0.0102654219859462,0.0124275062137531
"15","pressure_rate_difference_diff",0.0139634940509858,0.0102654219859462,0.0124275062137531
"16","deep_grade_Bad",0.0137515977402698,0.0136473556976856,0.0149130074565037
"17","deep_grade_diff",0.0135057908241906,0.0205125346580054,0.0132560066280033
"18","medium_qbr_diff",0.0131409136876679,0.0136829571413546,0.0149130074565037
"19","behind_los_pressure_rate_Good",0.0130899900367623,0.00683954592087813,0.00773267053300193
"20","ds_grade_difference_Bad",0.0130572209633366,0.0102556570185398,0.0104943385805026
"21","deep_pressure_rate_diff",0.0129935494655002,0.0102654219859462,0.0124275062137531
"22","deep_ypa_Bad",0.0126052564885395,0.0170720111418278,0.0157415078707539
"23","medium_twp_rate_Bad",0.0125150554775479,0.0102412130042512,0.0110466721900028
"24","behind_los_adot_diff",0.0123898312006855,0.0102652185491252,0.012151339409003
"25","deep_pressure_rate_Bad",0.0123888684495279,0.010218428080303,0.0110466721900028
"26","behind_los_acc_pct_Good",0.0123480042712133,0.0102574879499285,0.0115990057995029
"27","ttt_difference_Good",0.0122018415447232,0.0101997118927741,0.00994200497100249
"28","ds_qbr_difference_diff",0.0121463428825497,0.0134028246388844,0.0113228389947528
"29","short_qbr_Good",0.0119606262965062,0.0101836403839178,0.00994200497100249
"30","pressure_rate_difference_Good",0.0117752272961963,0.00683323937942818,0.00497100248550124
"31","medium_adot_diff",0.0112209302574704,0.0102438576829238,0.00773267053300193
"32","deep_qbr_Bad",0.0111404855690513,0.010254436397614,0.0104943385805026
"33","behind_los_time_to_throw_Bad",0.0110116501425183,0.010248333292985,0.0113228389947528
"34","short_grade_Good",0.0107104345098754,0.00682571221705244,0.00718033692350179
"35","deep_btt_rate_Bad",0.0106991746520464,0.0102587085708543,0.0104943385805026
"36","deep_twp_rate_Good",0.00991089465840133,0.0102174108961982,0.0104943385805026
"37","medium_pressure_rate_Bad",0.00981099173637882,0.00683690124220557,0.00635183650925159
"38","deep_pressure_rate_Good",0.00979548777829109,0.00684198716272972,0.00718033692350179
"39","deep_acc_pct_diff",0.00941395293690711,0.0102538260871511,0.0110466721900028
"40","short_pressure_rate_diff",0.00931571234300789,0.0102635910545575,0.0113228389947528
"41","medium_twp_rate_diff",0.00916864238734162,0.0102446714302076,0.00938967136150235
"42","behind_los_grade_diff",0.00916530051928081,0.00683954592087813,0.00662800331400166
"43","medium_pressure_rate_Good",0.00907907210605871,0.0102597257549591,0.00828500414250207
"44","medium_acc_pct_Bad",0.00899437498908377,0.0068391390472362,0.00718033692350179
"45","ms_acc_pct_difference_Good",0.008868124666005,0.0136766505999047,0.011875172604253
"46","deep_acc_pct_Bad",0.00884220422898576,0.010260336065422,0.00966583816625242
"47","medium_rate_Good",0.00864336335697757,0.006840359668162,0.00773267053300193
"48","ds_qbr_difference_Good",0.00861627862400825,0.00683262906896529,0.008008837337752
"49","behind_los_twp_rate_Bad",0.00857338234117421,0.0102501642243737,0.00911350455675228
"50","deep_ypa_diff",0.00847459541097795,0.0102619635599898,0.0110466721900028
"51","deep_adot_diff",0.00833464448376752,0.0102631841809156,0.0113228389947528
"52","ms_twp_difference_diff",0.00829115578139189,0.00683588405810074,0.00718033692350179
"53","medium_btt_rate_Good",0.00814866583397177,0.00684239403637166,0.00773267053300193
"54","deep_time_to_throw_Good",0.00801498778022055,0.00684198716272972,0.00773267053300193
"55","behind_los_ypa_Bad",0.00799974477544543,0.010248740166627,0.00883733775200221
"56","short_grade_Bad",0.0079453465589434,0.00684361465729745,0.00828500414250207
"57","short_ypa_diff",0.00765536913055684,0.0102530123398672,0.0104943385805026
"58","deep_rate_diff",0.00757785544753617,0.010260336065422,0.0102181717757526
"59","deep_grade_Good",0.00756143593197507,0.00684361465729745,0.00828500414250207
"60","behind_los_grade_Bad",0.00741900927961375,0.00684341122047649,0.008008837337752
"61","medium_qbr_Good",0.00741701604048129,0.00684158028908779,0.00773267053300193
"62","ypa_difference_diff",0.00720626903478046,0.00684239403637166,0.00773267053300193
"63","ms_grade_difference_Bad",0.00702952813225099,0.00683873217359427,0.00773267053300193
"64","ms_qbr_difference_Good",0.00699958734855816,0.0102617601231688,0.00938967136150235
"65","behind_los_ypa_diff",0.00686842832710332,0.00683934248405717,0.00690417011875173
"66","deep_acc_pct_Good",0.00675913441714585,0.00683771498948944,0.00718033692350179
"67","short_time_to_throw_diff",0.00669924840800167,0.0102597257549591,0.00883733775200221
