"","Feature","Gain","Cover","Frequency"
"1","blitz_qbr_Bad",0.0848680554642889,0.093460149202258,0.0678807947019868
"2","no_blitz_btt_rate_Good",0.0562012047727814,0.06397391958171,0.0496688741721854
"3","no_blitz_grade_Good",0.0504856504302048,0.0527136208801756,0.043046357615894
"4","grade_difference_Bad",0.0481543572721189,0.0532933568527927,0.0496688741721854
"5","blitz_twp_rate_Good",0.0393133121732326,0.0698411336423425,0.0447019867549669
"6","no_blitz_sack_pct_Bad",0.0339487544277247,0.040270748799963,0.0281456953642384
"7","no_blitz_pressure_rate_Good",0.0333719480175135,0.0403257522129248,0.0314569536423841
"8","no_blitz_qbr_Good",0.0271032325448218,0.0269538724877879,0.0248344370860927
"9","blitz_qbr_Good",0.0231776546350654,0.0300351636819065,0.021523178807947
"10","blitz_time_to_throw_diff",0.0217559625809601,0.00924002334344846,0.0198675496688742
"11","adot_difference_Good",0.0196269623682481,0.00469454129628743,0.0165562913907285
"12","no_blitz_sack_pct_Good",0.0193989717220186,0.0255655863446327,0.0182119205298013
"13","adot_difference_diff",0.0190372059012831,0.0171374133765,0.021523178807947
"14","sack_rate_difference_diff",0.0187343573975767,0.0237257221810613,0.021523178807947
"15","no_blitz_acc_pct_Bad",0.0183668086691446,0.0176879975402474,0.0182119205298013
"16","no_blitz_pressure_rate_Bad",0.0180437961653047,0.0186373564479676,0.0165562913907285
"17","blitz_time_to_throw_Good",0.0167109621770911,0.0128130450494453,0.0165562913907285
"18","no_blitz_ypa_Good",0.015067134208297,0.0170087053901695,0.0165562913907285
"19","blitz_ypa_Bad",0.0145284009649417,0.016410818291275,0.0165562913907285
"20","blitz_twp_rate_Bad",0.0135612972560144,0.0126271335136345,0.0149006622516556
"21","blitz_pressure_rate_Good",0.0133694644741293,0.019636768461483,0.0149006622516556
"22","no_blitz_acc_pct_Good",0.0128227185191876,0.00832311644937568,0.00993377483443709
"23","blitz_adot_Good",0.0118526286795265,0.00233544491435694,0.00993377483443709
"24","acc_pct_difference_diff",0.0114333482832035,0.0108686744012466,0.0132450331125828
"25","blitz_grade_Good",0.011362413531155,0.0118383845717627,0.0132450331125828
"26","no_blitz_scr_rate_Bad",0.0113585905438125,0.0152980992470583,0.0132450331125828
"27","no_blitz_ypa_diff",0.0108478370407256,0.0236135152186193,0.0149006622516556
"28","scr_rate_difference_Bad",0.0106398068937378,0.00450807972634702,0.0115894039735099
"29","adot_difference_Bad",0.0104056513675495,0.00372043085273441,0.00827814569536424
"30","blitz_grade_diff",0.010388907705935,0.00422426211546426,0.00993377483443709
"31","pressure_rate_difference_Good",0.00992999360650529,0.00282552532384634,0.00827814569536424
"32","blitz_pressure_rate_Bad",0.00978965525617732,0.0116304716707672,0.0115894039735099
"33","blitz_sack_pct_Bad",0.00977416307063564,0.0158002804073993,0.0115894039735099
"34","blitz_ypa_Good",0.00969908212394578,0.00614663139847828,0.00993377483443709
"35","blitz_acc_pct_diff",0.00966708242488334,0.012981905527238,0.0115894039735099
"36","no_blitz_qbr_Bad",0.00936369306586548,0.0132426217046768,0.00993377483443709
"37","twp_difference_Bad",0.00884635135743517,0.0149433272334548,0.0115894039735099
"38","no_blitz_adot_Good",0.00850016260496629,0.00490025406076447,0.00827814569536424
"39","blitz_scr_rate_diff",0.0084933295456086,0.00525392600610868,0.00662251655629139
"40","sack_rate_difference_Bad",0.00834660921142918,0.00306809037500777,0.00827814569536424
"41","ttt_difference_Bad",0.00834017825677489,0.00319349815656061,0.00827814569536424
"42","blitz_scr_rate_Good",0.00826188917837831,0.00290308013612245,0.00662251655629139
"43","blitz_adot_Bad",0.0080274158860915,0.00536558293442108,0.00827814569536424
"44","btt_difference_Good",0.00780065821585375,0.0154284573357777,0.0115894039735099
"45","blitz_adot_diff",0.00777889450282706,0.0045817842997158,0.00662251655629139
"46","blitz_rate_Bad",0.00747114728647556,0.00614168109131172,0.00827814569536424
"47","no_blitz_time_to_throw_Bad",0.00725283653560945,0.00988851358226778,0.00993377483443709
"48","qbr_difference_diff",0.00717201729906561,0.000673241774652117,0.00496688741721854
"49","qbr_difference_Bad",0.00710524560937936,0.00601187303672193,0.00827814569536424
"50","no_blitz_grade_Bad",0.0068961451782893,0.0072912524222128,0.00827814569536424
"51","blitz_ypa_diff",0.00663060535279436,0.00169025488031532,0.00827814569536424
"52","grade_difference_Good",0.00650240359977276,0.00371603057969747,0.00662251655629139
"53","blitz_sack_pct_Good",0.00607913045065743,0.0031588460063947,0.00662251655629139
"54","ttt_difference_Good",0.00529184970627613,0.00106981638210651,0.00496688741721854
"55","no_blitz_scr_rate_diff",0.00520260368280184,0.00991546525461905,0.00662251655629139
"56","blitz_btt_rate_Good",0.00517516915080509,0.00256920941944448,0.00496688741721854
"57","btt_difference_diff",0.00503169558085465,0.00174635836153633,0.00496688741721854
"58","no_blitz_time_to_throw_Good",0.00496135881672091,0.0133399777456191,0.00827814569536424
"59","blitz_grade_Bad",0.00494477730287583,0.00818340778045278,0.00662251655629139
"60","blitz_btt_rate_Bad",0.00494301925105351,0.00722084805362173,0.00662251655629139
"61","twp_difference_Good",0.00446364134135276,0.00672416723457691,0.00496688741721854
"62","ttt_difference_diff",0.00419609316882093,0.00112811999984599,0.0033112582781457
"63","blitz_acc_pct_Good",0.00387282302414597,0.00127607918071316,0.0033112582781457
"64","blitz_rate_Good",0.00371833374415439,0.0042842158355926,0.00496688741721854
"65","pressure_rate_difference_Bad",0.00357817005635658,0.00141523781550645,0.0033112582781457
"66","blitz_qbr_diff",0.00350661201481176,0.00347016532375834,0.00496688741721854
"67","scr_rate_difference_Good",0.00343610929406836,0.00018756163819965,0.0033112582781457
"68","ypa_difference_Bad",0.00309047880875199,0.000223863890754421,0.00165562913907285
"69","no_blitz_time_to_throw_diff",0.00301362022191866,0.00272101883921897,0.0033112582781457
"70","blitz_twp_rate_diff",0.00288030510089946,0.00272871931703362,0.0033112582781457
"71","qbr_difference_Good",0.00265446998617541,0.000234314539217158,0.00165562913907285
"72","blitz_sack_pct_diff",0.00260064236792254,0.000137508532404436,0.0033112582781457
"73","no_blitz_acc_pct_diff",0.00245281910243893,0.00222873829321109,0.0033112582781457
"74","scr_rate_difference_diff",0.00245040048889816,0.000377323412917772,0.0033112582781457
"75","no_blitz_pressure_rate_diff",0.00229924367204053,0.000514281911192589,0.0033112582781457
"76","no_blitz_grade_diff",0.00226749181965251,0.00054343372006233,0.00165562913907285
"77","grade_difference_diff",0.00214749594082852,0.0022908921498579,0.0033112582781457
"78","blitz_scr_rate_Bad",0.0020323449067665,0.000641339795134288,0.00165562913907285
"79","blitz_time_to_throw_Bad",0.00202471416744237,0.00235799631367126,0.0033112582781457
"80","btt_difference_Bad",0.00201508215464177,0.000172160682570353,0.00165562913907285
"81","no_blitz_btt_rate_diff",0.00188786145003727,0.00156484709876248,0.00165562913907285
"82","acc_pct_difference_Bad",0.00134206035953057,0.00213688259356493,0.00165562913907285
"83","blitz_btt_rate_diff",0.00133767978518561,0.000460928600619668,0.00165562913907285
"84","no_blitz_btt_rate_Bad",0.00120688013107281,0.00133878307148959,0.00165562913907285
"85","sack_rate_difference_Good",0.00115411721969191,0.000386673993121273,0.00165562913907285
"86","no_blitz_adot_Bad",0.00109840857848955,0.00059458689411678,0.00165562913907285
"87","ypa_difference_Good",0.0010826160386904,0.00049228054600788,0.00165562913907285
"88","no_blitz_ypa_Bad",0.00107700670528392,0.00210223044339901,0.00165562913907285
"89","no_blitz_scr_rate_Good",0.00103887885436481,0.0012865298291759,0.00165562913907285
"90","no_blitz_twp_rate_diff",0.000857040197161436,0.000314069488011731,0.00165562913907285
