"","team_name","week","season","game_id","pass_grade","opponent","qbgrp_ssn","rank","num_games","half_mark","performance"
"1185","CLV",12,2016,4262,54.2214285714286,"NYG","CLVMcCown-2016",3,4,2,"Bad"
"1186","CLV",11,2016,4244,37.8214285714286,"PIT","CLVMcCown-2016",4,4,2,"Bad"
"1187","CLV",15,2021,19818,70,"LV","CLVMullens-2021",1,1,1,"Bad"
"1188","CLV",2,2018,9358,58.5,"NO","CLVTaylor-2018",1,2,1,"Good"
"1189","CLV",1,2018,9339,42.9,"PIT","CLVTaylor-2018",2,2,1,"Bad"
"1190","CLV",12,2023,23971,59.104,"DEN","CLVThompson-Robinson-2023",1,3,2,"Good"
"1191","CLV",11,2023,23948,56.2,"PIT","CLVThompson-Robinson-2023",2,3,2,"Bad"
"1192","CLV",4,2023,23853,33.5,"BLT","CLVThompson-Robinson-2023",3,3,2,"Bad"
"1193","CLV",7,2024,25988,57.8225806451613,"CIN","CLVThompson-Robinson-2024",1,3,2,"Good"
"1194","CLV",17,2024,26146,57.2,"MIA","CLVThompson-Robinson-2024",2,3,2,"Bad"
"1195","CLV",16,2024,26116,51,"CIN","CLVThompson-Robinson-2024",3,3,2,"Bad"
"1196","CLV",7,2023,23894,46.8,"IND","CLVWalker-2023",1,3,2,"Good"
"1197","CLV",8,2023,23912,42.0625,"SEA","CLVWalker-2023",2,3,2,"Bad"
"1198","CLV",6,2023,23877,26.4,"SF","CLVWalker-2023",3,3,2,"Bad"
"1199","CLV",16,2022,23327,67.3,"NO","CLVWatson-2022",1,6,3,"Good"
"1200","CLV",15,2022,23198,66,"BLT","CLVWatson-2022",2,6,3,"Good"
"1201","CLV",17,2022,23336,55,"WAS","CLVWatson-2022",3,6,3,"Good"
"1202","CLV",14,2022,23291,53.5901960784314,"CIN","CLVWatson-2022",4,6,3,"Bad"
"1203","CLV",13,2022,23275,48.3,"HST","CLVWatson-2022",5,6,3,"Bad"
"1204","CLV",18,2022,23349,37.3,"PIT","CLVWatson-2022",6,6,3,"Bad"
"1205","CLV",9,2023,23925,78.5,"ARZ","CLVWatson-2023",1,5,3,"Good"
"1206","CLV",3,2023,23836,73.6,"TEN","CLVWatson-2023",2,5,3,"Good"
"1207","CLV",2,2023,23827,63.7,"PIT","CLVWatson-2023",3,5,3,"Bad"
"1208","CLV",1,2023,23799,63.1,"CIN","CLVWatson-2023",4,5,3,"Bad"
"1209","CLV",10,2023,23934,59.0755102040816,"BLT","CLVWatson-2023",5,5,3,"Bad"
"1210","CLV",4,2024,25948,88.5,"LV","CLVWatson-2024",1,6,3,"Good"
"1211","CLV",2,2024,25916,77,"JAX","CLVWatson-2024",2,6,3,"Good"
"1212","CLV",1,2024,25904,58.8,"DAL","CLVWatson-2024",3,6,3,"Good"
"1213","CLV",6,2024,25980,49.4,"PHI","CLVWatson-2024",4,6,3,"Bad"
"1214","CLV",3,2024,25927,45.6,"NYG","CLVWatson-2024",5,6,3,"Bad"
"1215","CLV",5,2024,25967,43.3268292682927,"WAS","CLVWatson-2024",6,6,3,"Bad"
"1216","CLV",5,2016,4159,54.5768292682927,"NE","CLVWhitehurst-2016",1,1,1,"Bad"
"1217","CLV",12,2024,26060,83.9,"PIT","CLVWinston-2024",1,7,4,"Good"
"1218","CLV",8,2024,26000,74.9,"BLT","CLVWinston-2024",2,7,4,"Good"
"1219","CLV",11,2024,26050,67.7907407407407,"NO","CLVWinston-2024",3,7,4,"Good"
"1220","CLV",13,2024,26086,67,"DEN","CLVWinston-2024",4,7,4,"Bad"
"1221","CLV",9,2024,26021,58.7,"LAC","CLVWinston-2024",5,7,4,"Bad"
"1222","CLV",14,2024,26093,54.6,"PIT","CLVWinston-2024",6,7,4,"Bad"
"1223","CLV",15,2024,26102,44.9558139534884,"KC","CLVWinston-2024",7,7,4,"Bad"
"1224","CLV",18,2024,26150,43.5731707317073,"BLT","CLVZappe-2024",1,1,1,"Bad"
"1225","DAL",16,2020,18769,76.8,"PHI","DALDalton-2020",1,9,5,"Good"
"1226","DAL",13,2020,18709,71.6,"BLT","DALDalton-2020",2,9,5,"Good"
"1227","DAL",11,2020,18690,70.9,"MIN","DALDalton-2020",3,9,5,"Good"
"1228","DAL",14,2020,18727,70.9,"CIN","DALDalton-2020",3,9,5,"Good"
"1229","DAL",15,2020,18754,68.7921568627451,"SF","DALDalton-2020",4,9,5,"Good"
"1230","DAL",12,2020,18694,65.8276315789474,"WAS","DALDalton-2020",5,9,5,"Bad"
"1231","DAL",6,2020,18623,53.8,"ARZ","DALDalton-2020",6,9,5,"Bad"
"1232","DAL",17,2020,18782,48.1,"NYG","DALDalton-2020",7,9,5,"Bad"
"1233","DAL",7,2020,18633,47.9272727272727,"WAS","DALDalton-2020",8,9,5,"Bad"
"1234","DAL",8,2020,18650,33.2380952380952,"PHI","DALDiNucci-2020",1,1,1,"Bad"
"1235","DAL",9,2020,18663,62.5,"PIT","DALGilbert-2020",1,1,1,"Bad"
"1236","DAL",18,2024,26151,69.6,"WAS","DALLance-2024",1,1,1,"Bad"
"1237","DAL",12,2016,4256,87.6,"WAS","DALPrescott-2016",1,16,8,"Good"
"1238","DAL",5,2016,4166,84.6,"CIN","DALPrescott-2016",2,16,8,"Good"
"1239","DAL",13,2016,4271,84.1,"MIN","DALPrescott-2016",3,16,8,"Good"
"1240","DAL",15,2016,4314,82.4,"TB","DALPrescott-2016",4,16,8,"Good"
"1241","DAL",9,2016,4216,81.7774193548387,"CLV","DALPrescott-2016",5,16,8,"Good"
"1242","DAL",29,2016,4357,79.9,"GB","DALPrescott-2016",6,16,8,"Good"
"1243","DAL",16,2016,4333,79.6232142857143,"DET","DALPrescott-2016",7,16,8,"Good"
"1244","DAL",3,2016,4140,79,"CHI","DALPrescott-2016",8,16,8,"Good"
"1245","DAL",6,2016,4182,74.2,"GB","DALPrescott-2016",9,16,8,"Bad"
"1246","DAL",10,2016,4238,74,"PIT","DALPrescott-2016",10,16,8,"Bad"
"1247","DAL",2,2016,4125,72.8,"WAS","DALPrescott-2016",11,16,8,"Bad"
"1248","DAL",11,2016,4245,72.3,"BLT","DALPrescott-2016",12,16,8,"Bad"
"1249","DAL",1,2016,4105,67.5,"NYG","DALPrescott-2016",13,16,8,"Bad"
"1250","DAL",4,2016,4154,52,"SF","DALPrescott-2016",14,16,8,"Bad"
"1251","DAL",8,2016,4212,46.5888888888889,"PHI","DALPrescott-2016",15,16,8,"Bad"
"1252","DAL",14,2016,4300,32.9,"NYG","DALPrescott-2016",16,16,8,"Bad"
"1253","DAL",14,2017,8126,90.4,"NYG","DALPrescott-2017",1,16,8,"Good"
"1254","DAL",3,2017,7969,77.2,"ARZ","DALPrescott-2017",2,16,8,"Good"
"1255","DAL",5,2017,7997,74.1,"GB","DALPrescott-2017",3,16,8,"Good"
"1256","DAL",15,2017,8144,71.7,"LV","DALPrescott-2017",4,16,8,"Good"
"1257","DAL",9,2017,8052,71,"KC","DALPrescott-2017",5,16,8,"Good"
"1258","DAL",7,2017,8024,69.8848484848485,"SF","DALPrescott-2017",6,16,8,"Good"
"1259","DAL",8,2017,8039,65.7,"WAS","DALPrescott-2017",7,16,8,"Good"
"1260","DAL",4,2017,7977,63,"LA","DALPrescott-2017",8,16,8,"Good"
"1261","DAL",16,2017,8159,59.8,"SEA","DALPrescott-2017",9,16,8,"Bad"
"1262","DAL",1,2017,7935,59.1,"NYG","DALPrescott-2017",10,16,8,"Bad"
"1263","DAL",11,2017,8080,58.5416666666667,"PHI","DALPrescott-2017",11,16,8,"Bad"
"1264","DAL",2,2017,7949,58.1,"DEN","DALPrescott-2017",12,16,8,"Bad"
"1265","DAL",17,2017,8167,57.7,"PHI","DALPrescott-2017",13,16,8,"Bad"
"1266","DAL",12,2017,8083,54.7,"LAC","DALPrescott-2017",14,16,8,"Bad"
"1267","DAL",10,2017,8065,53.4282608695652,"ATL","DALPrescott-2017",15,16,8,"Bad"
"1268","DAL",13,2017,8098,44.1,"WAS","DALPrescott-2017",16,16,8,"Bad"
"1269","DAL",4,2018,9390,82.5,"DET","DALPrescott-2018",1,18,9,"Good"
"1270","DAL",5,2018,9414,77.1,"HST","DALPrescott-2018",2,18,9,"Good"
"1271","DAL",6,2018,9427,75.4,"JAX","DALPrescott-2018",3,18,9,"Good"
"1272","DAL",17,2018,9585,75.3,"NYG","DALPrescott-2018",4,18,9,"Good"
"1273","DAL",12,2018,9500,72.9,"WAS","DALPrescott-2018",5,18,9,"Good"
"1274","DAL",7,2018,9442,72.4,"WAS","DALPrescott-2018",6,18,9,"Good"
"1275","DAL",11,2018,9487,71,"ATL","DALPrescott-2018",7,18,9,"Good"
"1276","DAL",29,2018,13612,69.3,"LA","DALPrescott-2018",8,18,9,"Good"
"1277","DAL",3,2018,9383,69,"SEA","DALPrescott-2018",9,18,9,"Good"
"1278","DAL",2,2018,9368,66.8,"NYG","DALPrescott-2018",10,18,9,"Bad"
"1279","DAL",16,2018,9565,64.2,"TB","DALPrescott-2018",11,18,9,"Bad"
"1280","DAL",13,2018,9514,61.8,"NO","DALPrescott-2018",12,18,9,"Bad"
"1281","DAL",14,2018,9543,59.9,"PHI","DALPrescott-2018",13,18,9,"Bad"
"1282","DAL",28,2018,13607,57.9,"SEA","DALPrescott-2018",14,18,9,"Bad"
"1283","DAL",15,2018,9553,57.7,"IND","DALPrescott-2018",15,18,9,"Bad"
"1284","DAL",9,2018,9471,55.8,"TEN","DALPrescott-2018",16,18,9,"Bad"
"1285","DAL",1,2018,9348,55,"CAR","DALPrescott-2018",17,18,9,"Bad"
"1286","DAL",10,2018,9484,54.1,"PHI","DALPrescott-2018",18,18,9,"Bad"
"1287","DAL",1,2019,13772,91.2,"NYG","DALPrescott-2019",1,16,8,"Good"
"1288","DAL",2,2019,13786,79.4,"WAS","DALPrescott-2019",2,16,8,"Good"
"1289","DAL",5,2019,13837,77,"GB","DALPrescott-2019",3,16,8,"Good"
"1290","DAL",7,2019,13866,76.5,"PHI","DALPrescott-2019",4,16,8,"Good"
"1291","DAL",13,2019,13939,74,"BUF","DALPrescott-2019",5,16,8,"Good"
"1292","DAL",11,2019,13911,71.9,"DET","DALPrescott-2019",6,16,8,"Good"
"1293","DAL",10,2019,13908,67.1322222222222,"MIN","DALPrescott-2019",7,16,8,"Good"
"1294","DAL",3,2019,13796,65.8,"MIA","DALPrescott-2019",8,16,8,"Good"
"1295","DAL",14,2019,13954,64.9,"CHI","DALPrescott-2019",9,16,8,"Bad"
"1296","DAL",4,2019,13823,64.5,"NO","DALPrescott-2019",10,16,8,"Bad"
"1297","DAL",15,2019,13982,64.1,"LA","DALPrescott-2019",11,16,8,"Bad"
"1298","DAL",6,2019,13851,62.5,"NYJ","DALPrescott-2019",12,16,8,"Bad"
"1299","DAL",9,2019,13896,59.2,"NYG","DALPrescott-2019",13,16,8,"Bad"
"1300","DAL",12,2019,13934,58.4,"NE","DALPrescott-2019",14,16,8,"Bad"
"1301","DAL",16,2019,13998,55,"PHI","DALPrescott-2019",15,16,8,"Bad"
"1302","DAL",17,2019,14004,53.7,"WAS","DALPrescott-2019",16,16,8,"Bad"
"1303","DAL",3,2020,18577,79.9,"SEA","DALPrescott-2020",1,5,3,"Good"
"1304","DAL",5,2020,18608,79.2690476190476,"NYG","DALPrescott-2020",2,5,3,"Good"
"1305","DAL",1,2020,18545,78.7,"LA","DALPrescott-2020",3,5,3,"Good"
"1306","DAL",2,2020,18550,73.2980769230769,"ATL","DALPrescott-2020",4,5,3,"Bad"
"1307","DAL",4,2020,18584,62.1,"CLV","DALPrescott-2020",5,5,3,"Bad"
"1308","DAL",6,2021,19698,89,"NE","DALPrescott-2021",1,17,9,"Good"
"1309","DAL",18,2021,19873,88.1466666666667,"PHI","DALPrescott-2021",2,17,9,"Good"
"1310","DAL",1,2021,19608,79.1,"TB","DALPrescott-2021",3,17,9,"Good"
"1311","DAL",16,2021,19845,78.8212765957447,"WAS","DALPrescott-2021",4,17,9,"Good"
"1312","DAL",3,2021,19655,76.3,"PHI","DALPrescott-2021",5,17,9,"Good"
"1313","DAL",10,2021,19746,74.245,"ATL","DALPrescott-2021",6,17,9,"Good"
"1314","DAL",12,2021,19773,73.6,"LV","DALPrescott-2021",7,17,9,"Good"
"1315","DAL",5,2021,19684,71.304347826087,"NYG","DALPrescott-2021",8,17,9,"Good"
"1316","DAL",17,2021,19850,69.727027027027,"ARZ","DALPrescott-2021",9,17,9,"Bad"
"1317","DAL",15,2021,19825,69.3,"NYG","DALPrescott-2021",10,17,9,"Bad"
"1318","DAL",13,2021,19787,66.1,"NO","DALPrescott-2021",11,17,9,"Bad"
"1319","DAL",4,2021,19660,65.7,"CAR","DALPrescott-2021",12,17,9,"Bad"
"1320","DAL",2,2021,19636,64.9,"LAC","DALPrescott-2021",13,17,9,"Bad"
"1321","DAL",9,2021,19734,64.9,"DEN","DALPrescott-2021",13,17,9,"Bad"
"1322","DAL",11,2021,19768,63.3,"KC","DALPrescott-2021",14,17,9,"Bad"
"1323","DAL",28,2021,21526,61.4053571428571,"SF","DALPrescott-2021",15,17,9,"Bad"
"1324","DAL",14,2021,19810,44.9,"WAS","DALPrescott-2021",16,17,9,"Bad"
"1325","DAL",8,2022,23206,90.3,"CHI","DALPrescott-2022",1,14,7,"Good"
"1326","DAL",28,2022,23642,88.3,"TB","DALPrescott-2022",2,14,7,"Good"
"1327","DAL",11,2022,23255,77.5470588235294,"MIN","DALPrescott-2022",3,14,7,"Good"
"1328","DAL",16,2022,23318,74.3,"PHI","DALPrescott-2022",4,14,7,"Good"
"1329","DAL",17,2022,23365,73.3,"TEN","DALPrescott-2022",5,14,7,"Good"
"1330","DAL",15,2022,23306,72.8,"JAX","DALPrescott-2022",6,14,7,"Good"
"1331","DAL",12,2022,23259,72,"NYG","DALPrescott-2022",7,14,7,"Good"
"1332","DAL",10,2022,23241,66.3,"GB","DALPrescott-2022",8,14,7,"Bad"
"1333","DAL",7,2022,23196,62.7,"DET","DALPrescott-2022",9,14,7,"Bad"
"1334","DAL",14,2022,23296,61.4,"HST","DALPrescott-2022",10,14,7,"Bad"
"1335","DAL",13,2022,23287,48.8838709677419,"IND","DALPrescott-2022",11,14,7,"Bad"
"1336","DAL",18,2022,23354,43.593023255814,"WAS","DALPrescott-2022",12,14,7,"Bad"
"1337","DAL",1,2022,23113,42.828,"TB","DALPrescott-2022",13,14,7,"Bad"
"1338","DAL",29,2022,23659,37.6,"SF","DALPrescott-2022",14,14,7,"Bad"
"1339","DAL",12,2023,23961,95.3,"WAS","DALPrescott-2023",1,18,9,"Good"
"1340","DAL",6,2023,23888,90.7,"LAC","DALPrescott-2023",2,18,9,"Good"
"1341","DAL",8,2023,23909,87.9604651162791,"LA","DALPrescott-2023",3,18,9,"Good"
"1342","DAL",4,2023,23856,85.4575,"NE","DALPrescott-2023",4,18,9,"Good"
"1343","DAL",10,2023,23942,82.6306122448979,"NYG","DALPrescott-2023",5,18,9,"Good"
"1344","DAL",11,2023,23947,78.5355555555556,"CAR","DALPrescott-2023",6,18,9,"Good"
"1345","DAL",18,2023,24063,78.3093023255814,"WAS","DALPrescott-2023",7,18,9,"Good"
"1346","DAL",13,2023,23976,78.1,"SEA","DALPrescott-2023",8,18,9,"Good"
"1347","DAL",17,2023,24037,76.6,"DET","DALPrescott-2023",9,18,9,"Good"
"1348","DAL",9,2023,23929,75.2,"PHI","DALPrescott-2023",10,18,9,"Bad"
"1349","DAL",14,2023,24001,74.3,"PHI","DALPrescott-2023",11,18,9,"Bad"
"1350","DAL",1,2023,23810,69.75,"NYG","DALPrescott-2023",12,18,9,"Bad"
"1351","DAL",2,2023,23823,66.7,"NYJ","DALPrescott-2023",13,18,9,"Bad"
"1352","DAL",16,2023,24031,66.7,"MIA","DALPrescott-2023",13,18,9,"Bad"
"1353","DAL",28,2023,25747,56.5,"GB","DALPrescott-2023",14,18,9,"Bad"
"1354","DAL",5,2023,23872,45.86,"SF","DALPrescott-2023",15,18,9,"Bad"
"1355","DAL",3,2023,23839,44.4,"ARZ","DALPrescott-2023",16,18,9,"Bad"
"1356","DAL",15,2023,24017,36.8,"BUF","DALPrescott-2023",17,18,9,"Bad"
"1357","DAL",4,2024,25940,83.4,"NYG","DALPrescott-2024",1,8,4,"Good"
"1358","DAL",9,2024,26016,71.8733333333333,"ATL","DALPrescott-2024",2,8,4,"Good"
"1359","DAL",5,2024,25965,67.9,"PIT","DALPrescott-2024",3,8,4,"Good"
"1360","DAL",3,2024,25928,65.5,"BLT","DALPrescott-2024",4,8,4,"Good"
"1361","DAL",8,2024,26013,61.4,"SF","DALPrescott-2024",5,8,4,"Bad"
"1362","DAL",1,2024,25904,58.4,"CLV","DALPrescott-2024",6,8,4,"Bad"
"1363","DAL",6,2024,25973,53.9320754716981,"DET","DALPrescott-2024",7,8,4,"Bad"
"1364","DAL",2,2024,25912,50.8,"NO","DALPrescott-2024",8,8,4,"Bad"
"1365","DAL",8,2021,19728,64.7301204819277,"MIN","DALRush-2021",1,1,1,"Bad"
"1366","DAL",3,2022,23146,82.1,"NYG","DALRush-2022",1,5,3,"Good"
"1367","DAL",5,2022,23172,63.5,"LA","DALRush-2022",2,5,3,"Good"
"1368","DAL",4,2022,23152,54.4,"WAS","DALRush-2022",3,5,3,"Bad"
"1369","DAL",2,2022,23124,53.8,"CIN","DALRush-2022",4,5,3,"Bad"
"1370","DAL",6,2022,23187,42.2,"PHI","DALRush-2022",5,5,3,"Bad"
"1371","DAL",16,2024,26122,70.7,"TB","DALRush-2024",1,8,4,"Good"
"1372","DAL",15,2024,26101,70.3,"CAR","DALRush-2024",2,8,4,"Good"
"1373","DAL",12,2024,26068,65.6,"WAS","DALRush-2024",3,8,4,"Good"
"1374","DAL",14,2024,26099,64.4,"CIN","DALRush-2024",4,8,4,"Good"
"1375","DAL",13,2024,26071,63.9,"NYG","DALRush-2024",5,8,4,"Bad"
"1376","DAL",11,2024,26057,55.5716417910448,"HST","DALRush-2024",6,8,4,"Bad"
"1377","DAL",17,2024,26143,49.9352941176471,"PHI","DALRush-2024",7,8,4,"Bad"
"1378","DAL",10,2024,26041,42.72,"PHI","DALRush-2024",8,8,4,"Bad"
"1379","DAL",17,2016,4341,51.2891891891892,"PHI","DALSanchez-2016",1,1,1,"Bad"
"1380","DEN",11,2019,13914,75.841935483871,"MIN","DENAllen-2019",1,3,2,"Good"
"1381","DEN",9,2019,13893,56.3,"CLV","DENAllen-2019",2,3,2,"Bad"
"1382","DEN",12,2019,13926,27.8,"BUF","DENAllen-2019",3,3,2,"Bad"
"1383","DEN",1,2021,19621,84.9,"NYG","DENBridgewater-2021",1,13,7,"Good"
"1384","DEN",3,2021,19650,76,"NYJ","DENBridgewater-2021",2,13,7,"Good"
"1385","DEN",8,2021,19726,72.9,"WAS","DENBridgewater-2021",3,13,7,"Good"
"1386","DEN",5,2021,19677,72.1,"PIT","DENBridgewater-2021",4,13,7,"Good"
"1387","DEN",9,2021,19734,71.1,"DAL","DENBridgewater-2021",5,13,7,"Good"
"1388","DEN",2,2021,19630,68.4,"JAX","DENBridgewater-2021",6,13,7,"Good"
"1389","DEN",7,2021,19702,68.3,"CLV","DENBridgewater-2021",7,13,7,"Bad"
"1390","DEN",10,2021,19754,67.9,"PHI","DENBridgewater-2021",8,13,7,"Bad"
"1391","DEN",14,2021,19811,66.4,"DET","DENBridgewater-2021",9,13,7,"Bad"
"1392","DEN",6,2021,19697,60.9,"LV","DENBridgewater-2021",10,13,7,"Bad"
"1393","DEN",12,2021,19782,53.3551724137931,"LAC","DENBridgewater-2021",11,13,7,"Bad"
"1394","DEN",15,2021,19827,48.5928571428571,"CIN","DENBridgewater-2021",12,13,7,"Bad"
"1395","DEN",13,2021,19793,42.8,"KC","DENBridgewater-2021",13,13,7,"Bad"
"1396","DEN",2,2020,18556,60.3037735849057,"PIT","DENDriskel-2020",1,2,1,"Good"
"1397","DEN",3,2020,18576,41.9058823529412,"TB","DENDriskel-2020",2,2,1,"Bad"
"1398","DEN",2,2019,13790,70,"CHI","DENFlacco-2019",1,8,4,"Good"
"1399","DEN",6,2019,13850,70,"TEN","DENFlacco-2019",1,8,4,"Good"
"1400","DEN",3,2019,13797,66.4,"GB","DENFlacco-2019",2,8,4,"Good"
"1401","DEN",4,2019,13822,63.2,"JAX","DENFlacco-2019",3,8,4,"Good"
"1402","DEN",1,2019,13777,62.4,"LV","DENFlacco-2019",4,8,4,"Good"
"1403","DEN",8,2019,13879,57.2,"IND","DENFlacco-2019",5,8,4,"Bad"
"1404","DEN",5,2019,13836,57,"LAC","DENFlacco-2019",6,8,4,"Bad"
"1405","DEN",7,2019,13854,53.9347826086956,"KC","DENFlacco-2019",7,8,4,"Bad"
"1406","DEN",12,2020,18704,24.3,"NO","DENHinton-2020",1,1,1,"Bad"
"1407","DEN",12,2018,9511,87.1,"PIT","DENKeenum-2018",1,16,8,"Good"
"1408","DEN",9,2018,9467,83.1,"HST","DENKeenum-2018",2,16,8,"Good"
"1409","DEN",2,2018,9366,74.4,"LV","DENKeenum-2018",3,16,8,"Good"
"1410","DEN",17,2018,9591,73.1,"LAC","DENKeenum-2018",4,16,8,"Good"
"1411","DEN",7,2018,9431,72.7132075471698,"ARZ","DENKeenum-2018",5,16,8,"Good"
"1412","DEN",4,2018,9400,70.8,"KC","DENKeenum-2018",6,16,8,"Good"
"1413","DEN",8,2018,9451,70.8,"KC","DENKeenum-2018",6,16,8,"Good"
"1414","DEN",16,2018,9577,64.9,"LV","DENKeenum-2018",7,16,8,"Good"
"1415","DEN",11,2018,9496,62.3432432432433,"LAC","DENKeenum-2018",8,16,8,"Good"
"1416","DEN",1,2018,9350,59.2,"SEA","DENKeenum-2018",9,16,8,"Bad"
"1417","DEN",13,2018,9516,54.7,"CIN","DENKeenum-2018",10,16,8,"Bad"
"1418","DEN",6,2018,9426,53.9,"LA","DENKeenum-2018",11,16,8,"Bad"
"1419","DEN",14,2018,9541,51.1,"SF","DENKeenum-2018",12,16,8,"Bad"
"1420","DEN",15,2018,9547,50.2,"CLV","DENKeenum-2018",13,16,8,"Bad"
"1421","DEN",5,2018,9408,48.5,"NYJ","DENKeenum-2018",14,16,8,"Bad"
"1422","DEN",3,2018,9379,47.4,"BLT","DENKeenum-2018",15,16,8,"Bad"
"1423","DEN",16,2019,13986,75.8285714285714,"DET","DENLock-2019",1,5,3,"Good"
"1424","DEN",14,2019,13963,68.3,"HST","DENLock-2019",2,5,3,"Good"
"1425","DEN",17,2019,14015,63.2,"LV","DENLock-2019",3,5,3,"Bad"
"1426","DEN",13,2019,13950,56.7,"LAC","DENLock-2019",4,5,3,"Bad"
"1427","DEN",15,2019,13975,28.8,"KC","DENLock-2019",5,5,3,"Bad"
"1428","DEN",16,2020,18760,75,"LAC","DENLock-2020",1,12,6,"Good"
"1429","DEN",17,2020,18785,74.8,"LV","DENLock-2020",2,12,6,"Good"
"1430","DEN",14,2020,18725,74.4,"CAR","DENLock-2020",3,12,6,"Good"
"1431","DEN",6,2020,18601,72.7,"NE","DENLock-2020",4,12,6,"Good"
"1432","DEN",9,2020,18653,70.8,"ATL","DENLock-2020",5,12,6,"Good"
"1433","DEN",8,2020,18689,61.9,"LAC","DENLock-2020",6,12,6,"Good"
"1434","DEN",1,2020,18547,58.8,"TEN","DENLock-2020",7,12,6,"Bad"
"1435","DEN",13,2020,18722,58.6,"KC","DENLock-2020",8,12,6,"Bad"
"1436","DEN",10,2020,18674,56.1,"LV","DENLock-2020",9,12,6,"Bad"
"1437","DEN",11,2020,18619,54.8,"MIA","DENLock-2020",10,12,6,"Bad"
"1438","DEN",7,2020,18635,44.3,"KC","DENLock-2020",11,12,6,"Bad"
"1439","DEN",15,2020,18741,40.7,"BUF","DENLock-2020",12,12,6,"Bad"
"1440","DEN",16,2021,19844,88,"LV","DENLock-2021",1,4,2,"Good"
"1441","DEN",18,2021,19877,68.075,"KC","DENLock-2021",2,4,2,"Good"
"1442","DEN",17,2021,19858,62.2830508474576,"LAC","DENLock-2021",3,4,2,"Bad"
"1443","DEN",4,2021,19667,49.0272727272727,"BLT","DENLock-2021",4,4,2,"Bad"
"1444","DEN",4,2016,4151,61.9230769230769,"TB","DENLynch-2016",1,3,2,"Good"
"1445","DEN",5,2016,4165,52.4,"ATL","DENLynch-2016",2,3,2,"Bad"
"1446","DEN",13,2016,4277,39.8,"JAX","DENLynch-2016",3,3,2,"Bad"
"1447","DEN",17,2017,8175,40.9,"KC","DENLynch-2017",1,1,1,"Bad"
"1448","DEN",18,2024,26152,85.4,"KC","DENNix-2024",1,18,9,"Good"
"1449","DEN",11,2024,26046,84.7,"ATL","DENNix-2024",2,18,9,"Good"
"1450","DEN",8,2024,26001,78.5192307692308,"CAR","DENNix-2024",3,18,9,"Good"
"1451","DEN",13,2024,26086,76,"CLV","DENNix-2024",4,18,9,"Good"
"1452","DEN",12,2024,26064,74.9,"LV","DENNix-2024",5,18,9,"Good"
"1453","DEN",28,2024,28304,74.7933333333333,"BUF","DENNix-2024",6,18,9,"Good"
"1454","DEN",10,2024,26036,73.4,"KC","DENNix-2024",7,18,9,"Good"
"1455","DEN",3,2024,25936,71.6,"TB","DENNix-2024",8,18,9,"Good"
"1456","DEN",6,2024,25974,71.1,"LAC","DENNix-2024",9,18,9,"Good"
"1457","DEN",17,2024,26136,68.3,"CIN","DENNix-2024",10,18,9,"Bad"
"1458","DEN",5,2024,25960,67.3,"LV","DENNix-2024",11,18,9,"Bad"
"1459","DEN",9,2024,26017,61.4011235955056,"BLT","DENNix-2024",12,18,9,"Bad"
"1460","DEN",7,2024,25984,60.5,"NO","DENNix-2024",13,18,9,"Bad"
"1461","DEN",16,2024,26125,59.8,"LAC","DENNix-2024",14,18,9,"Bad"
"1462","DEN",15,2024,26103,52.9,"IND","DENNix-2024",15,18,9,"Bad"
"1463","DEN",4,2024,25949,50.4,"NYJ","DENNix-2024",16,18,9,"Bad"
"1464","DEN",2,2024,25913,49.9,"PIT","DENNix-2024",17,18,9,"Bad"
"1465","DEN",1,2024,25903,41.8,"SEA","DENNix-2024",18,18,9,"Bad"
"1466","DEN",15,2017,8130,67.5542857142857,"IND","DENOsweiler-2017",1,5,3,"Good"
"1467","DEN",11,2017,8078,64.8,"CIN","DENOsweiler-2017",2,5,3,"Good"
"1468","DEN",10,2017,8067,50.2,"NE","DENOsweiler-2017",3,5,3,"Bad"
"1469","DEN",16,2017,8151,44.1,"WAS","DENOsweiler-2017",4,5,3,"Bad"
"1470","DEN",9,2017,8046,36.3,"PHI","DENOsweiler-2017",5,5,3,"Bad"
"1471","DEN",4,2020,18580,40.6,"NYJ","DENRypien-2020",1,1,1,"Bad"
"1472","DEN",15,2022,23312,59.2,"ARZ","DENRypien-2022",1,2,1,"Good"
"1473","DEN",7,2022,23199,44.5,"NYJ","DENRypien-2022",2,2,1,"Bad"
"1474","DEN",7,2016,4189,79.6,"HST","DENSiemian-2016",1,13,7,"Good"
"1475","DEN",12,2016,4267,77.2,"KC","DENSiemian-2016",2,13,7,"Good"
"1476","DEN",14,2016,4296,69.5859649122807,"TEN","DENSiemian-2016",3,13,7,"Good"
"1477","DEN",1,2016,4094,65.6,"CAR","DENSiemian-2016",4,13,7,"Good"
"1478","DEN",3,2016,4129,63.8,"CIN","DENSiemian-2016",5,13,7,"Good"
"1479","DEN",2,2016,4112,59.6,"IND","DENSiemian-2016",6,13,7,"Good"
"1480","DEN",15,2016,4310,59.1,"NE","DENSiemian-2016",7,13,7,"Bad"
"1481","DEN",9,2016,4225,58.5,"LV","DENSiemian-2016",8,13,7,"Bad"
"1482","DEN",17,2016,4346,55.3,"LV","DENSiemian-2016",9,13,7,"Bad"
"1483","DEN",6,2016,4171,49.2,"LAC","DENSiemian-2016",10,13,7,"Bad"
