"","pbp_posteam","pbp_week","pbp_season","mixed_xtd"
"296","ATL",18,2023,2.09890287665145
"297","ATL",18,2024,3.80426039861244
"298","ATL",28,2017,2.71105057199118
"299","ATL",29,2016,2.83977694433329
"300","ATL",29,2017,2.20110300061029
"301","ATL",30,2016,4.99717854686859
"302","ATL",32,2016,1.73101527904494
"303","BLT",1,2016,0.970011669028471
"304","BLT",1,2017,2.15898031152811
"305","BLT",1,2018,3.7470136582916
"306","BLT",1,2019,5.60775690705218
"307","BLT",1,2020,3.52122035965367
"308","BLT",1,2021,1.35632490538886
"309","BLT",1,2022,1.73619863825409
"310","BLT",1,2023,2.71042996456425
"311","BLT",1,2024,2.2977549995138
"312","BLT",2,2016,1.68328899723598
"313","BLT",2,2017,2.17590379695612
"314","BLT",2,2018,2.96892872117834
"315","BLT",2,2019,2.1720227770262
"316","BLT",2,2020,2.74200893177012
"317","BLT",2,2021,3.57359773903818
"318","BLT",2,2022,3.44963103269142
"319","BLT",2,2023,3.16373080825308
"320","BLT",2,2024,1.58564972437522
"321","BLT",3,2016,1.21991572363006
"322","BLT",3,2017,1.09301609204081
"323","BLT",3,2018,2.60904439690472
"324","BLT",3,2019,4.09814702426502
"325","BLT",3,2020,1.76089710818725
"326","BLT",3,2021,1.86452532074378
"327","BLT",3,2022,2.76669262915769
"328","BLT",3,2023,0.885026443695695
"329","BLT",3,2024,1.58115138895994
"330","BLT",4,2016,3.60366498596035
"331","BLT",4,2017,1.596674809682
"332","BLT",4,2018,3.00568783148215
"333","BLT",4,2019,1.95146649793192
"334","BLT",4,2020,1.5608263639571
"335","BLT",4,2021,1.96047287348226
"336","BLT",4,2022,3.29719650383605
"337","BLT",4,2023,2.0716341896979
"338","BLT",4,2024,2.60779626743281
"339","BLT",5,2016,2.04026662457512
"340","BLT",5,2017,4.19163765388341
"341","BLT",5,2018,2.91394423270584
"342","BLT",5,2019,2.61832307703387
"343","BLT",5,2020,2.53478593742921
"344","BLT",5,2021,3.8791133152786
"345","BLT",5,2022,1.80784078097165
"346","BLT",5,2023,2.82607844105315
"347","BLT",5,2024,3.3435550789359
"348","BLT",6,2016,4.85927267576193
"349","BLT",6,2017,1.78030173025044
"350","BLT",6,2018,2.22324346385681
"351","BLT",6,2019,2.8747405872805
"352","BLT",6,2020,1.23296425567874
"353","BLT",6,2021,2.31940483707457
"354","BLT",6,2022,2.4195353137278
"355","BLT",6,2023,3.56292757214384
"356","BLT",6,2024,2.11936868419328
"357","BLT",7,2016,0.719206753097115
"358","BLT",7,2017,0.897055253050982
"359","BLT",7,2018,2.58070584344191
"360","BLT",7,2019,1.93447023349299
"361","BLT",7,2021,1.82927492226213
"362","BLT",7,2022,2.58438656600206
"363","BLT",7,2023,3.26785733032954
"364","BLT",7,2024,2.27683801670828
"365","BLT",8,2017,2.64582958632244
"366","BLT",8,2018,1.28749930428414
"367","BLT",8,2020,3.42283608571617
"368","BLT",8,2022,2.96334916706453
"369","BLT",8,2023,2.57177666570101
"370","BLT",8,2024,2.32912954744437
"371","BLT",9,2016,0.751156667920829
"372","BLT",9,2017,2.86418728618372
"373","BLT",9,2018,2.85378980539004
"374","BLT",9,2019,3.566791542028
"375","BLT",9,2020,2.83174655935044
"376","BLT",9,2021,3.89308927756366
"377","BLT",9,2022,2.5049608702909
"378","BLT",9,2023,3.28795478488604
"379","BLT",9,2024,2.63301885029824
"380","BLT",10,2016,3.04948198996108
"381","BLT",10,2019,3.21894320304881
"382","BLT",10,2020,2.06242011784113
"383","BLT",10,2021,1.94606945154537
"384","BLT",10,2023,2.16432074024242
"385","BLT",10,2024,2.74169519452127
"386","BLT",11,2016,1.22636358009846
"387","BLT",11,2017,2.04470049854076
"388","BLT",11,2018,1.58021862229718
"389","BLT",11,2019,2.09705016511215
"390","BLT",11,2020,2.75018837303028
"391","BLT",11,2021,1.34956444307109
"392","BLT",11,2022,1.52400120062743
"393","BLT",11,2023,3.16005845363687
"394","BLT",11,2024,1.68891852261373
"395","BLT",12,2016,1.24177165102919
"396","BLT",12,2017,1.48680799573839
"397","BLT",12,2018,2.23962429752756
"398","BLT",12,2019,4.21768236098272
"399","BLT",12,2020,2.27735822219285
"400","BLT",12,2021,2.72785728843975
"401","BLT",12,2022,3.97990879834212
"402","BLT",12,2023,1.82518381133066
"403","BLT",12,2024,1.68781655137203
"404","BLT",13,2016,2.16602740319826
"405","BLT",13,2017,2.91234746793158
"406","BLT",13,2018,1.59898806660935
"407","BLT",13,2019,2.43925747529879
"408","BLT",13,2020,2.44794760998197
"409","BLT",13,2021,2.5999845356105
"410","BLT",13,2022,1.55893023709238
"411","BLT",13,2024,1.48765130481179
"412","BLT",14,2016,2.27432643102046
"413","BLT",14,2017,2.30295522819406
"414","BLT",14,2018,2.6910792834682
"415","BLT",14,2019,2.72167115535466
"416","BLT",14,2020,1.79940750621798
"417","BLT",14,2021,1.46022944742137
"418","BLT",14,2022,1.12698794778737
"419","BLT",14,2023,1.65573963730379
"420","BLT",15,2016,1.38861463896003
"421","BLT",15,2017,4.02238078444576
"422","BLT",15,2018,2.01172798400873
"423","BLT",15,2019,2.73785151470749
"424","BLT",15,2020,3.93790591912974
"425","BLT",15,2021,4.16878226805298
"426","BLT",15,2022,1.05406227216413
"427","BLT",15,2023,3.26932594717591
"428","BLT",15,2024,1.84588328056784
"429","BLT",16,2016,2.36797297623103
"430","BLT",16,2017,2.87968006791588
"431","BLT",16,2018,2.29357194375418
"432","BLT",16,2019,2.02575056876582
"433","BLT",16,2020,4.57927874392396
"434","BLT",16,2021,2.18181209993842
"435","BLT",16,2022,2.66593623231593
"436","BLT",16,2023,4.11971948426261
"437","BLT",16,2024,2.19330192904872
"438","BLT",17,2016,2.79196274419445
"439","BLT",17,2017,2.23899666527494
"440","BLT",17,2018,2.57873341060604
"441","BLT",17,2019,1.74332664746155
"442","BLT",17,2020,2.42710241458879
"443","BLT",17,2021,2.20522363848757
"444","BLT",17,2022,1.18237264184094
"445","BLT",17,2023,3.46643616760115
"446","BLT",17,2024,2.24747621503661
"447","BLT",18,2021,1.7545438503756
"448","BLT",18,2022,2.00288965854008
"449","BLT",18,2023,0.645892824879465
"450","BLT",18,2024,2.55482077325304
"451","BLT",28,2018,1.03993652042994
"452","BLT",28,2020,1.44778372932364
"453","BLT",28,2022,4.30650561212484
"454","BLT",28,2024,1.38444231925792
"455","BLT",29,2019,1.75706786056473
"456","BLT",29,2020,1.96594407626894
"457","BLT",29,2023,2.70292647147353
"458","BLT",29,2024,1.86999151659355
"459","BLT",30,2023,1.28078859400091
"460","BUF",1,2016,1.83982796131839
"461","BUF",1,2017,3.77935699220154
"462","BUF",1,2018,1.50213773096574
"463","BUF",1,2019,1.4777943702549
"464","BUF",1,2020,5.01574936310077
"465","BUF",1,2021,2.35356290495057
"466","BUF",1,2022,1.99923371674144
"467","BUF",1,2023,1.44315800989707
"468","BUF",1,2024,2.65111856940953
"469","BUF",2,2016,0.773455429120074
"470","BUF",2,2017,0.473918614370191
"471","BUF",2,2018,1.90249374506449
"472","BUF",2,2019,2.93056090127485
"473","BUF",2,2020,2.56900366229154
"474","BUF",2,2021,3.91810041689783
"475","BUF",2,2022,2.39245566797737
"476","BUF",2,2023,5.70231792283773
"477","BUF",2,2024,1.70324211449
"478","BUF",3,2016,1.9729726599714
"479","BUF",3,2017,2.61590672281289
"480","BUF",3,2018,2.66483834570466
"481","BUF",3,2019,2.98160516121581
"482","BUF",3,2020,5.56010337660401
"483","BUF",3,2021,4.55280586855818
"484","BUF",3,2022,4.98300717779186
"485","BUF",3,2023,2.9219481776671
"486","BUF",3,2024,3.40206100159785
"487","BUF",4,2016,1.86575142164892
"488","BUF",4,2017,1.82991778266287
"489","BUF",4,2018,0.623537551032395
"490","BUF",4,2019,3.31772766005809
"491","BUF",4,2020,2.72234689937434
"492","BUF",4,2021,4.82307685983791
"493","BUF",4,2022,1.90908659950857
"494","BUF",4,2023,2.80805305537335
"495","BUF",4,2024,1.07516424865446
"496","BUF",5,2016,2.61137801381572
"497","BUF",5,2017,1.567705223236
"498","BUF",5,2018,1.44453477592167
"499","BUF",5,2019,1.37716694770364
"500","BUF",5,2020,1.65038354541176
"501","BUF",5,2021,2.00420771121531
"502","BUF",5,2022,2.40977147331784
"503","BUF",5,2023,1.54168067324739
"504","BUF",5,2024,1.29784036526298
"505","BUF",6,2016,1.95755152747661
"506","BUF",6,2018,1.58906264836501
"507","BUF",6,2020,1.39769669031487
"508","BUF",6,2021,3.96562151741018
"509","BUF",6,2022,2.30626896780764
"510","BUF",6,2023,2.2956819535403
"511","BUF",6,2024,2.80357456227751
"512","BUF",7,2016,2.7506978744889
"513","BUF",7,2017,3.59469004275348
"514","BUF",7,2018,0.777932256057372
"515","BUF",7,2019,1.79178975343493
"516","BUF",7,2020,1.75841593707246
"517","BUF",7,2023,3.61387996911424
"518","BUF",7,2024,2.60031875337107
"519","BUF",8,2016,3.6078832243058
"520","BUF",8,2017,3.6265063087074
"521","BUF",8,2018,0.994855626921944
"522","BUF",8,2019,0.955563659145246
"523","BUF",8,2020,2.40560418823712
"524","BUF",8,2021,2.24611713863933
"525","BUF",8,2022,2.84266269016829
"526","BUF",8,2023,2.97242576709139
"527","BUF",8,2024,3.2417709259101
"528","BUF",9,2016,3.7696335606725
"529","BUF",9,2017,2.22775906945966
"530","BUF",9,2018,2.52812773248885
"531","BUF",9,2019,4.56010976703311
"532","BUF",9,2020,4.44348419164673
"533","BUF",9,2021,1.54120785410944
"534","BUF",9,2022,1.67357814440376
"535","BUF",9,2023,1.50281133613424
"536","BUF",9,2024,3.27225204100312
"537","BUF",10,2017,1.36716286445828
"538","BUF",10,2018,3.94247398830855
"539","BUF",10,2019,2.36958838720951
"540","BUF",10,2020,1.16111294505665
"541","BUF",10,2021,3.32830414916044
"542","BUF",10,2022,3.63773509189202
"543","BUF",10,2023,1.48727809138587
"544","BUF",10,2024,2.49085582389818
"545","BUF",11,2016,2.64774623352239
"546","BUF",11,2017,3.11534066633465
"547","BUF",11,2019,2.00468359208649
"548","BUF",11,2021,1.76797575311125
"549","BUF",11,2022,2.65496806439946
"550","BUF",11,2023,1.90132030688916
"551","BUF",11,2024,2.16123470710801
"552","BUF",12,2016,1.51185836254762
"553","BUF",12,2017,1.16627980352
"554","BUF",12,2018,1.54426091090414
"555","BUF",12,2019,1.50506695455932
"556","BUF",12,2020,2.54740022604542
"557","BUF",12,2021,2.16980929149589
"558","BUF",12,2022,2.86182347126859
"559","BUF",12,2023,2.93900756602795
"560","BUF",13,2016,3.48445583059043
"561","BUF",13,2017,2.36930834552542
"562","BUF",13,2018,1.85960537900412
"563","BUF",13,2019,1.38853690319636
"564","BUF",13,2020,3.87317030369416
"565","BUF",13,2021,2.18259342470224
"566","BUF",13,2022,2.92918633685149
"567","BUF",13,2024,2.14758330074536
"568","BUF",14,2016,1.27425539342858
"569","BUF",14,2017,0.845488000992672
"570","BUF",14,2018,1.95656052547198
"571","BUF",14,2019,2.38413382478255
"572","BUF",14,2020,2.5075031921905
"573","BUF",14,2021,2.47192029774936
"574","BUF",14,2022,0.915232145631257
"575","BUF",14,2023,1.64188824573869
"576","BUF",14,2024,3.3994349761421
"577","BUF",15,2016,4.06448428775696
"578","BUF",15,2017,2.68850484620369
"579","BUF",15,2018,1.53966144617928
"580","BUF",15,2019,2.10929254715918
"581","BUF",15,2020,4.26309467607828
"582","BUF",15,2021,1.96852108246959
"583","BUF",15,2022,2.94728655150874
"584","BUF",15,2023,3.11887700785776
"585","BUF",15,2024,4.52126619950077
"586","BUF",16,2016,3.26005759243485
"587","BUF",16,2017,2.41074151664887
"588","BUF",16,2018,1.54707049303071
"589","BUF",16,2019,2.37896049226351
"590","BUF",16,2020,3.28017505933358
"591","BUF",16,2021,5.65542695176982
"592","BUF",16,2022,2.50902417758067
"593","BUF",16,2023,2.32280948021568
"594","BUF",16,2024,1.79121752889335
"595","BUF",17,2016,2.08348867009953
"596","BUF",17,2017,2.17747696772928
"597","BUF",17,2018,2.7217800127563
"598","BUF",17,2019,1.09824261206831
"599","BUF",17,2020,2.67974507280268
"600","BUF",17,2021,4.41439059085667
"601","BUF",17,2023,3.88856590771807
"602","BUF",17,2024,2.81977281445832
"603","BUF",18,2021,4.23580723806683
"604","BUF",18,2022,2.47279604575056
"605","BUF",18,2023,3.31114931092351
"606","BUF",18,2024,3.35864637406331
"607","BUF",28,2017,1.57306836929865
"608","BUF",28,2019,2.04659086089155
"609","BUF",28,2020,1.6169550980896
"610","BUF",28,2021,3.47292045596545
"611","BUF",28,2022,2.56421060753205
"612","BUF",28,2023,1.58661112266991
"613","BUF",28,2024,2.74489315188575
"614","BUF",29,2020,2.42878469407426
"615","BUF",29,2021,2.61431544155527
"616","BUF",29,2022,2.6922788332686
"617","BUF",29,2023,3.21007334526993
"618","BUF",29,2024,3.17323819486234
"619","BUF",30,2020,3.12007827726715
"620","BUF",30,2024,3.17931387356241
"621","CAR",1,2016,1.54467296086446
"622","CAR",1,2017,2.03165511403224
"623","CAR",1,2018,2.14756950841202
"624","CAR",1,2019,1.82676212894561
"625","CAR",1,2020,2.53356186945265
"626","CAR",1,2021,2.44664078579453
"627","CAR",1,2022,1.7411652389143
"628","CAR",1,2023,1.22235721435024
"629","CAR",1,2024,1.87941069751721
"630","CAR",2,2016,2.47144099007262
"631","CAR",2,2017,2.31965550916583
"632","CAR",2,2018,2.32025569884402
"633","CAR",2,2019,1.93465688368789
"634","CAR",2,2020,2.33049553904662
"635","CAR",2,2021,2.99504669931376
"636","CAR",2,2022,1.29224178842483
"637","CAR",2,2023,1.09184860000041
"638","CAR",2,2024,0.310789990837933
"639","CAR",3,2016,1.54054571730909
"640","CAR",3,2017,1.33317246133629
"641","CAR",3,2018,2.3851448986058
"642","CAR",3,2019,3.01161130667952
"643","CAR",3,2020,1.78422055780731
"644","CAR",3,2021,3.12993551516988
"645","CAR",3,2022,0.792151450415025
"646","CAR",3,2023,1.43338934782389
"647","CAR",3,2024,2.84917118552107
"648","CAR",4,2016,1.39231821400788
"649","CAR",4,2017,1.64029608864133
"650","CAR",4,2019,1.37933458672018
"651","CAR",4,2020,3.72601298241876
"652","CAR",4,2021,2.09807799972455
"653","CAR",4,2022,0.587496264286357
"654","CAR",4,2023,2.25692297909653
"655","CAR",4,2024,3.73072269960029
"656","CAR",5,2016,2.7763046979837
"657","CAR",5,2017,2.26717275303934
"658","CAR",5,2018,1.03504412966944
"659","CAR",5,2019,1.69093330320064
"660","CAR",5,2020,2.13230012817373
"661","CAR",5,2021,1.67545546087088
"662","CAR",5,2022,0.988886678799291
"663","CAR",5,2023,3.24433589155639
"664","CAR",5,2024,1.00831310236681
"665","CAR",6,2016,4.37459877675178
"666","CAR",6,2017,2.81165860394234
"667","CAR",6,2018,1.68249520210438
"668","CAR",6,2019,2.63932532454963
"669","CAR",6,2020,3.45162005011318
"670","CAR",6,2021,2.28482827536958
"671","CAR",6,2022,0.827182428951068
"672","CAR",6,2023,1.55688655672311
"673","CAR",6,2024,2.26098012685958
"674","CAR",7,2017,0.829344704417418
"675","CAR",7,2018,1.91647442622596
"676","CAR",7,2020,1.26534324077103
"677","CAR",7,2021,0.70934449985832
"678","CAR",7,2022,0.777451497723975
"679","CAR",7,2024,0.895740271002753
"680","CAR",8,2016,4.60641614614428
"681","CAR",8,2017,2.53926951743787
"682","CAR",8,2018,2.1006004045356
"683","CAR",8,2019,0.61338113722558
"684","CAR",8,2020,1.06732081338891
"685","CAR",8,2021,2.82284105453033
"686","CAR",8,2022,3.6528922756449
"687","CAR",8,2023,2.84258139140034
"688","CAR",8,2024,1.21564736862413
"689","CAR",9,2016,1.64156023834631
