"","posteam","week","season","before_old_xtd","before_new_xtd","after_old_xtd","after_new_xtd","actual_td","actual_fg"
"24","ARZ",3,2021,3.58052407001378,2.91970745640564,3.74626358476235,3.06259143456781,3,0
"25","ARZ",3,2022,2.62561048218049,2.13847180734482,2.02397150703473,1.74995378558973,0,0
"26","ARZ",3,2023,1.93287846335443,1.68216180037095,1.40523181558819,1.30257361944369,3,0
"27","ARZ",3,2024,0.691954222507775,0.678991101261443,1.19265355402604,1.17749027979228,1,0
"28","ARZ",4,2016,2.79962232103571,2.4279255448017,2.09760380565422,1.92812572463464,1,0
"29","ARZ",4,2017,2.68637090129778,2.44933696654528,1.81217204779387,1.73155138452367,1,0
"30","ARZ",4,2018,1.9711254251888,1.8654309425012,2.05992233677534,1.98793308578268,2,0
"31","ARZ",4,2019,1.1622908100253,1.11451085872826,0.907720113871619,0.875697108226974,2,0
"32","ARZ",4,2020,3.70252221322153,2.96469839985376,3.09731534030288,2.47836430986794,3,0
"33","ARZ",4,2021,4.68813548865728,3.97870005090421,4.71121235220926,4.04410907849858,4,0
"34","ARZ",4,2022,2.55280988430604,2.26689620100887,2.28358062187908,2.04311102417786,4,0
"35","ARZ",4,2023,1.48250591458054,1.40913449780438,1.57636409052066,1.50121363950815,2,0
"36","ARZ",4,2024,1.80106220312882,1.48956400667765,1.39537623286014,1.23329285421357,2,0
"37","ARZ",5,2016,1.91460817866027,1.78845589172764,2.25141896668356,2.13359298807327,4,0
"38","ARZ",5,2017,0.74688355170656,0.721758539478289,0.858238594548311,0.836156397460898,1,0
"39","ARZ",5,2018,1.27916450746125,1.20336665385874,1.24938753648894,1.1607452665917,3,0
"40","ARZ",5,2019,2.71244916063733,2.51229880571566,2.21935675747227,2.07815380735937,2,0
"41","ARZ",5,2020,2.06281066761585,1.81808042770715,2.36753773113014,2.08525193507756,4,0
"42","ARZ",5,2021,2.35062697646208,2.07712947163563,2.11899097581045,2.0007320656285,2,0
"43","ARZ",5,2022,1.6305623606313,1.35727967601301,1.04953597637359,0.987138920069668,2,0
"44","ARZ",5,2023,1.65913697693031,1.42073505988587,1.67599136265926,1.54945372783658,4,0
"45","ARZ",5,2024,1.72257488936884,1.63644341939722,1.23104461911134,1.17181349661755,2,0
"46","ARZ",6,2016,3.75589868880343,2.97140906462622,2.68630477547413,2.24101011455214,4,0
"47","ARZ",6,2017,3.2360123192193,2.83677454689505,2.66397623851663,2.51969028370089,6,0
"48","ARZ",6,2018,3.79682585666887,2.82145224833275,3.46395051508443,2.65398282380202,1,0
"49","ARZ",6,2019,3.7625185236684,3.1384441053829,3.08557381341234,2.60702711191171,4,0
"50","ARZ",6,2020,3.13360278663458,2.89748336826259,3.39481686113868,3.107954138511,5,0
"51","ARZ",6,2021,2.67105462600011,2.51817655572198,2.37386933376547,2.25283690211291,4,0
"52","ARZ",6,2022,2.18168838319252,1.7656377367444,2.21531701320782,1.81360157974867,0,0
"53","ARZ",6,2023,1.17781307996484,1.14071001466786,1.69638497941196,1.59632151253021,0,0
"54","ARZ",6,2024,0.9543713463936,0.923420339992208,1.05252721998841,1.02531616754388,1,0
"55","ARZ",7,2016,1.73367315036012,1.64990892653009,2.18429166672286,1.98492855162296,0,0
"56","ARZ",7,2017,0.560106482240371,0.544606910439951,0.459649720345624,0.455384302340315,0,0
"57","ARZ",7,2018,1.4660482815234,1.29419519684236,1.51852444646647,1.3985965173937,3,0
"58","ARZ",7,2019,0.715816570387688,0.702925310372905,0.490231377421878,0.486378923420246,3,0
"59","ARZ",7,2020,2.85326608561445,2.44020714181232,3.34522566659143,2.89698240635956,4,0
"60","ARZ",7,2021,2.59217629372142,2.25662929764884,2.52663427931839,2.19058649499989,4,0
"61","ARZ",7,2022,4.12454170151614,3.4144647264096,3.10316573514137,2.70971378238758,3,0
"62","ARZ",7,2023,0.637466500280425,0.630137180233147,0.436171567242127,0.434091652694797,1,0
"63","ARZ",7,2024,1.16122424427886,1.07639363330496,0.935656873683911,0.8388646942217,2,0
"64","ARZ",8,2016,1.69941875187214,1.57617759370527,1.28231063805288,1.23722106641418,4,0
"65","ARZ",8,2018,2.47196465136949,2.12936677540106,2.21496908611152,1.97243963252214,2,0
"66","ARZ",8,2019,1.05732100005844,1.00644333520969,0.864508677390404,0.837658815800864,0,0
"67","ARZ",8,2021,1.98276513663586,1.85771175281786,1.73342308888095,1.65418893902571,3,0
"68","ARZ",8,2022,1.94762116033235,1.8182527542293,1.60610957193421,1.55131188960289,3,0
"69","ARZ",8,2023,3.82758507865947,2.91553193733449,3.47286191198509,2.75333508553304,3,0
"70","ARZ",8,2024,2.51538761414122,2.07672257760145,2.35826293000719,2.00900214484984,3,0
"71","ARZ",9,2017,2.3511550683761,2.17182911252927,2.49527554726228,2.34572069849923,2,0
"72","ARZ",9,2019,1.31093197182054,1.19545391995975,1.5209113410092,1.32829556186211,3,0
"73","ARZ",9,2020,1.51212140201824,1.40657965816825,1.6674261377193,1.61225881747074,5,0
"74","ARZ",9,2021,1.91445470007602,1.84515922757132,1.67959333205363,1.55335813727058,4,0
"75","ARZ",9,2022,1.35232247537351,1.21781189255248,1.11437346154707,0.969587690053797,2,0
"76","ARZ",9,2023,0.220810287632048,0.21979090735094,0.163397167518269,0.16269193650252,0,0
"77","ARZ",9,2024,3.75771514885128,3.03657197313794,3.00712190149352,2.46777277279558,3,0
"78","ARZ",10,2016,3.18622559553478,2.7301616240232,2.20268886064878,2.0321976751438,2,0
"79","ARZ",10,2017,2.27379797038157,2.10404279345573,2.31084353313781,2.23249571932878,2,0
"80","ARZ",10,2018,1.84092472097836,1.73761312572882,1.80049078655429,1.66804636266318,2,0
"81","ARZ",10,2019,1.36692234972725,1.31871709542663,1.73214530560654,1.64411166412306,3,0
"82","ARZ",10,2020,3.79268095537554,3.19750439602167,3.04713731486117,2.59941940073157,3,0
"83","ARZ",10,2021,0.739634752593702,0.716041274509876,0.807046809757594,0.773222280132815,1,0
"84","ARZ",10,2022,2.5951900301734,2.24667262545215,2.11694471171359,1.92976683310861,3,0
"85","ARZ",10,2023,2.20049499068409,2.03052956226454,2.32621200248832,2.23093315102385,2,0
"86","ARZ",10,2024,3.77393945748918,2.76921979231113,3.4642200365779,2.46558047762154,4,0
"87","ARZ",11,2016,3.53387457563076,2.92665378213254,2.79189655050868,2.43345345197607,4,0
"88","ARZ",11,2017,0.867105689249001,0.849285663967255,0.830020061519463,0.817108208867,3,0
"89","ARZ",11,2018,1.00934931606753,0.937469150735587,1.00095198332565,0.958068949093808,3,0
"90","ARZ",11,2019,2.51747468265239,2.26828724126956,2.4765075709438,2.24366433129333,4,0
"91","ARZ",11,2020,2.86527095420752,2.49448819700457,2.86616682505701,2.36652641574671,3,0
"92","ARZ",11,2021,4.17597992648371,3.32471052075915,3.56849138721009,2.92458884615983,3,0
"93","ARZ",11,2022,1.89685328304768,1.66537948210418,1.9711408946896,1.79990626677668,1,0
"94","ARZ",11,2023,1.89072253042832,1.68610538266688,1.66053747863043,1.55389583614639,2,0
"95","ARZ",12,2016,3.41916127887089,2.66729337392958,2.70106032036711,2.24013857201297,2,0
"96","ARZ",12,2017,1.0747587736696,1.04522869631391,1.04433051578235,1.03554414353311,3,0
"97","ARZ",12,2018,0.843665626482107,0.819677431100129,1.0049806695024,0.980992256789757,1,0
"98","ARZ",12,2020,4.21097196033224,3.42729370432454,4.29113577574026,3.57761460773899,2,0
"99","ARZ",12,2022,1.90606041136198,1.75506516572606,1.81546353572048,1.72920706919577,3,0
"100","ARZ",12,2023,2.76637525542174,2.24196165667934,2.59255979658337,2.14781044688264,2,0
"101","ARZ",12,2024,1.51655801542802,1.35139729206647,1.34146897518076,1.25362183315861,1,0
"102","ARZ",13,2016,3.51399914373178,2.87809829604135,3.07397849706467,2.55726673167413,4,0
"103","ARZ",13,2017,1.84482086199569,1.60226459714248,2.12187570868991,1.87689385952686,3,0
"104","ARZ",13,2018,1.19653955317335,1.13365459883231,1.51807937747799,1.40576533228812,2,0
"105","ARZ",13,2019,0.490035707538482,0.485417742469323,0.602658824936952,0.59311578639216,2,0
"106","ARZ",13,2020,3.50863459031098,2.61058785679843,2.51059151347727,2.19886944711049,5,0
"107","ARZ",13,2021,3.77423423761502,2.97130818393535,3.72356910223607,3.1079404775743,4,0
"108","ARZ",13,2023,3.00805255281739,2.46377231601657,2.81876138126245,2.31068592526112,3,0
"109","ARZ",13,2024,1.88266724342247,1.81493998486634,1.19080222665798,1.1737688596043,1,0
"110","ARZ",14,2016,1.89954735501669,1.69424736145084,2.06172483880073,1.77856511372298,3,0
"111","ARZ",14,2017,2.12083723972319,1.92719754379214,1.30458007700508,1.22748017922935,0,0
"112","ARZ",14,2018,1.24300828162814,1.14303769103663,1.14924564684043,1.10612998385866,1,0
"113","ARZ",14,2019,3.90714746629237,3.16753195699005,2.68121015944052,2.37810075108696,2,0
"114","ARZ",14,2020,4.43613629287574,3.60011414139903,4.20741161121987,3.26450369656659,2,0
"115","ARZ",14,2021,3.56927297567017,2.86957735411102,3.70973729674006,3.24042449657716,2,0
"116","ARZ",14,2022,1.57750446721911,1.49275983373055,1.62883458053693,1.54100914886684,2,0
"117","ARZ",14,2024,3.32339528034208,2.67868625773869,3.18364640651271,2.71435775838709,2,0
"118","ARZ",15,2016,1.72772042069118,1.64098262648591,1.5944472484407,1.55899807269653,5,0
"119","ARZ",15,2017,3.02515785762807,2.74857776964495,1.8902850523591,1.77207305743223,0,0
"120","ARZ",15,2018,2.82134260388557,2.28492875212276,2.86652626283467,2.33300605933387,3,0
"121","ARZ",15,2019,3.79084075277206,3.4792537640161,2.71984101040289,2.57537578494749,5,0
"122","ARZ",15,2020,2.4913477540249,2.31718930051705,2.43257636483759,2.32670650440738,4,0
"123","ARZ",15,2021,3.46046782960184,2.9085866341936,3.14669326035073,2.8093050619277,1,0
"124","ARZ",15,2022,1.06815988491871,1.0199012104891,1.13546168908942,1.06244424879496,1,0
"125","ARZ",15,2023,3.22745172888972,2.75058971626035,2.48332175420364,2.21879404178429,4,0
"126","ARZ",15,2024,3.71419510408305,2.86450137363164,3.52236462436849,2.86774904166753,3,0
"127","ARZ",16,2016,3.60264250321779,2.81071715282614,3.49727722548414,2.66754509719722,4,0
"128","ARZ",16,2017,2.29275652591605,2.01622534720646,1.86695245746523,1.72424545379823,2,0
"129","ARZ",16,2018,0.885041446774267,0.852525419611442,0.733345814980567,0.717763165448109,1,0
"130","ARZ",16,2019,1.94256954430602,1.79110495402824,1.80727906303946,1.72253189872317,3,0
"131","ARZ",16,2020,4.01692316716071,2.90629145906721,3.91088604996912,2.91887187152426,1,0
"132","ARZ",16,2021,2.04286262358073,1.80410870800218,2.64006078377133,2.31488663392859,2,0
"133","ARZ",16,2022,1.18975192456855,1.141994504894,0.836035065178294,0.826665633206101,1,0
"134","ARZ",16,2023,0.482667367032263,0.477603842693103,0.513791674515232,0.508968448052937,2,0
"135","ARZ",16,2024,2.1195021031599,1.85147801233657,1.72800034939428,1.57312643347441,3,0
"136","ARZ",17,2016,4.69890450220555,3.8885470283822,4.59230860427488,3.88142489919205,4,0
"137","ARZ",17,2017,1.30495759076439,1.2117512940628,1.30766468832735,1.25758518424836,2,0
"138","ARZ",17,2018,1.14413140545366,1.11395903421096,1.67594732320867,1.64574815929149,1,0
"139","ARZ",17,2019,3.20247650181409,2.66865783847308,3.1463639747235,2.79075851935997,3,0
"140","ARZ",17,2020,1.00373193185078,0.934890182855143,1.01019887172151,0.992409218750654,2,0
"141","ARZ",17,2021,3.65823348792037,2.99399253457368,3.57438208750682,3.0813977503587,2,0
"142","ARZ",17,2022,1.60744627518579,1.52625625625065,1.57925813924521,1.52523265312988,1,0
"143","ARZ",17,2023,4.47103772894479,3.89929590235377,3.73731447930913,3.28036255500153,5,0
"144","ARZ",17,2024,3.55173313512933,2.97664144283198,3.17972539900802,2.68397199153414,1,0
"145","ARZ",18,2021,3.09849886357551,2.59767986758272,2.89618186018197,2.43753759069458,2,0
"146","ARZ",18,2022,1.05419342569076,0.974117830345406,1.07850645197323,0.993561118960385,2,0
"147","ARZ",18,2023,2.57386334741022,2.18230160668664,2.03757011360722,1.78258489487546,2,0
"148","ARZ",18,2024,3.21611487516202,2.90737585019029,2.66131628403673,2.47249656873603,6,0
"149","ARZ",28,2021,1.06242160056718,0.923804138162873,0.955594044702593,0.899183571864896,2,0
"150","ATL",1,2016,3.15436692623189,2.70867055622859,1.97685437614564,1.74603433973901,2,0
"151","ATL",1,2017,1.26203770615393,1.19815196294215,1.02650081703905,1.00866741012571,2,0
"152","ATL",1,2018,4.9701709386427,3.89898536941673,4.06523341918364,2.90494144155158,1,0
"153","ATL",1,2019,2.30302003520774,2.07044149946524,1.76197728398256,1.62359915584625,2,0
"154","ATL",1,2020,3.64717917042435,3.08620661557388,3.17584350920515,2.66623338014584,3,0
"155","ATL",1,2021,2.31434069707757,1.97069822562704,1.53516966145253,1.34558566362914,0,0
"156","ATL",1,2022,2.38143034582026,2.22416226489325,1.73865980230039,1.66616030972848,2,0
"157","ATL",1,2023,1.70630847400753,1.54916937680774,1.72624844836537,1.51169023896686,3,0
"158","ATL",1,2024,0.944930252851918,0.893425685497768,0.745624163828325,0.723262849705169,1,0
"159","ATL",2,2016,2.90212276333477,2.66694155569849,2.31373620603699,2.14336700111195,4,0
"160","ATL",2,2017,3.84445491642691,3.12043219404995,2.85970400413498,2.36994904501622,3,0
"161","ATL",2,2018,2.81579152296763,2.54616046864285,2.87291071773507,2.66889491195098,4,0
"162","ATL",2,2019,1.60220356681384,1.48070712531956,2.198974858562,2.03214233623095,3,0
"163","ATL",2,2020,4.06772878882475,3.45247917238837,4.18205938593019,3.64456516666585,4,0
"164","ATL",2,2021,2.67310924461344,2.29294389040609,1.45373233780265,1.38098523892989,5,0
"165","ATL",2,2022,2.28850430890452,2.16102760398674,1.85090216551907,1.78734998149122,2,0
"166","ATL",2,2023,4.50399287499022,3.60291287940588,3.51492954790592,2.82769802492377,2,0
"167","ATL",2,2024,2.6858256533742,2.26614473683577,2.21057191508589,1.87039273997652,2,0
"168","ATL",3,2016,4.86389896238688,4.20465411569044,3.68159504188225,3.29078580414786,5,0
"169","ATL",3,2017,3.44671362009831,3.01411630863084,3.50950122560607,2.99929659575482,4,0
"170","ATL",3,2018,3.13423968205461,2.62294726144258,2.78747702011606,2.51553160869164,5,0
"171","ATL",3,2019,2.11707413650583,1.84731452276019,1.60231343074702,1.5179036000701,3,0
"172","ATL",3,2020,3.4062736693304,2.73774113833938,2.90874953917228,2.44698773692559,3,0
"173","ATL",3,2021,3.91221796430182,2.83830282988319,2.74735687999055,2.0581126968356,2,0
"174","ATL",3,2022,1.57353876926936,1.50006295530351,2.01500494964421,1.96587816845179,3,0
"175","ATL",3,2023,1.334841100208,1.22977695941397,0.878329699509777,0.852670385461237,0,0
"176","ATL",3,2024,2.49875073356088,2.24306482622827,2.7165254438587,2.44865273347606,2,0
"177","ATL",4,2016,2.32022480695741,2.01935932676627,1.95052223146195,1.78577750956964,6,0
"178","ATL",4,2017,4.14505637914408,3.32450384973982,3.76296250874293,3.09381903332173,3,0
"179","ATL",4,2018,2.47391723003238,2.28748403865071,2.47354557388462,2.33421567142492,4,0
"180","ATL",4,2019,1.73708079196513,1.6448699705725,1.54562855273252,1.4866048948268,1,0
"181","ATL",4,2020,2.85430942615494,2.59696982301657,2.86735555547057,2.61563323527872,2,0
"182","ATL",4,2021,2.72254015144426,2.45561029923045,2.95765864150599,2.58213629042951,4,0
"183","ATL",4,2022,2.40388481784612,1.98396255051139,2.24004434689414,2.06394994029446,2,0
"184","ATL",4,2023,1.24054124922259,1.17035731369338,0.904323254886549,0.878865214520863,2,0
"185","ATL",4,2024,0.658239340002183,0.641409638503577,0.687110525555909,0.671583418552047,0,0
"186","ATL",5,2016,3.28508572524879,2.46860792370874,3.03671990218572,2.34681998469348,2,0
"187","ATL",5,2018,1.33180231112055,1.25614512230899,0.881905294954777,0.868971350620499,3,0
"188","ATL",5,2019,3.60019631672185,2.67286143865286,2.89561731106369,2.1981883446495,5,0
"189","ATL",5,2020,1.54076615127269,1.45283878047853,1.20991823315853,1.15105343738108,1,0
"190","ATL",5,2021,2.8530140434159,2.6249866464474,1.9183985372656,1.79596088147552,3,0
"191","ATL",5,2022,0.847027019946836,0.819259656669858,0.701372929965146,0.676618129104048,2,0
"192","ATL",5,2023,1.863659911789,1.72849357132636,1.47163644968532,1.43272383414535,2,0
"193","ATL",5,2024,1.75921818171628,1.68987562708397,1.45173886953853,1.41192748398312,4,0
"194","ATL",6,2016,1.31004436075455,1.20966924941253,1.18323257734301,1.12445885807711,3,0
"195","ATL",6,2017,0.873054046591278,0.839711179703217,1.12109377770685,1.08572326849655,2,0
"196","ATL",6,2018,1.77639428933617,1.70343174310807,1.83085754833883,1.77379650644691,4,0
"197","ATL",6,2019,2.80924542117282,2.53341456891342,1.69693763600662,1.61517516168839,4,0
"198","ATL",6,2020,2.75069658912253,2.53822356211579,2.09687834046781,1.96151380920225,4,0
"199","ATL",6,2022,2.3632820515777,2.11620076734129,2.24335700937081,2.01328672682036,3,0
"200","ATL",6,2023,2.79935962846503,2.46398186921083,2.53433922724798,2.27789783175568,2,0
"201","ATL",6,2024,4.21044263674412,3.58406412232243,3.72613037761766,3.27178018138758,4,0
"202","ATL",7,2016,1.84973102086224,1.73100619710663,1.50463329005288,1.43290574622293,2,0
"203","ATL",7,2017,3.23736217210535,2.56739593919403,3.36153488303535,2.74274672894025,1,0
"204","ATL",7,2018,0.846231527859345,0.827591151256152,0.763269477640279,0.740888690452458,2,0
"205","ATL",7,2019,0.966365747503005,0.914175869158033,0.81751371442806,0.798667895106562,1,0
"206","ATL",7,2020,3.906677974388,2.88629164030005,3.42538576666266,2.57007294503726,3,0
"207","ATL",7,2021,2.05255598761141,1.92280866395515,1.55443341372302,1.51177826222655,3,0
"208","ATL",7,2022,2.04631392774172,1.38857341959072,2.10029150347691,1.38972377362526,2,0
"209","ATL",7,2023,4.01413897005841,3.51418368973912,3.2606625900371,2.88945957666955,1,0
"210","ATL",7,2024,1.82128927286249,1.64387909060327,1.7401283608051,1.57383034441962,3,0
"211","ATL",8,2016,3.49628971284255,2.719867662151,3.11266342940507,2.24226525126218,4,0
"212","ATL",8,2017,3.33506420516642,2.95405291468067,2.61886215728009,2.37379749002663,2,0
"213","ATL",8,2019,2.39074988022912,2.08910383787025,1.91355425561778,1.58413710727557,2,0
"214","ATL",8,2020,2.90321154263802,2.68922167748496,2.19703256024513,2.04263785184714,2,0
"215","ATL",8,2021,0.772591177141294,0.761769661116409,0.563041696557775,0.556879082084311,1,0
"216","ATL",8,2022,1.81724328343989,1.64228293983888,1.66390427848091,1.55305208877997,3,0
"217","ATL",8,2023,1.62378243016428,1.48927650344152,1.60052172577707,1.55496818198594,2,0
"218","ATL",8,2024,1.05613616236951,0.995792196985449,1.25669973358163,1.21106513482389,4,0
"219","ATL",9,2016,5.61126062611584,4.28232928936013,5.36979824508308,4.34878014209453,5,0
"220","ATL",9,2017,1.35095681087114,1.20800480811947,1.44665917597013,1.32019217151834,2,0
"221","ATL",9,2018,1.35836848686449,1.31942774120151,0.783274349872954,0.772163140711779,5,0
"222","ATL",9,2020,2.28646260790993,2.10671874711535,1.81508118205238,1.74352453562071,4,0
"223","ATL",9,2021,3.26328911038581,2.61252019612958,2.55558255361393,2.09130170491876,3,0
"224","ATL",9,2022,3.74975104851183,3.00774073309886,3.87907235178864,3.11437894401817,2,0
"225","ATL",9,2023,2.51714463578537,1.94465546933963,2.96876384870848,2.22623919849542,2,0
"226","ATL",9,2024,1.44208693085238,1.36374742685818,1.38494872886804,1.31760721380615,4,0
"227","ATL",10,2016,0.643114727165084,0.629114347828261,0.579578933829907,0.574864060086717,1,0
"228","ATL",10,2017,3.94564369821455,3.30280161701146,2.994292469637,2.60729362863806,3,0
"229","ATL",10,2018,6.09875171759631,4.36919078540057,5.09701288235374,3.66629640778445,2,0
"230","ATL",10,2019,2.40761271945667,2.25021414914684,1.5145854386501,1.46229568667618,2,0
"231","ATL",10,2021,0.619103711447679,0.601756794277252,0.638770202291198,0.629746332227131,0,0
"232","ATL",10,2022,0.957246997684706,0.917167513618298,1.28814688394777,1.23037742492681,2,0
"233","ATL",10,2023,2.12258527468657,1.98469350243951,1.53603806579486,1.48691750597352,3,0
"234","ATL",10,2024,3.52424266550224,2.54404177342855,3.39971354359295,2.38346132680768,2,0
"235","ATL",11,2017,3.33497577311937,2.8753903476433,2.93352411803789,2.62645117181936,3,0
"236","ATL",11,2018,1.5789666507626,1.47238553284629,1.73086669750046,1.64756839567003,1,0
"237","ATL",11,2019,3.52883830096107,3.21548611131465,3.01466996612726,2.8105983244758,2,0
"238","ATL",11,2020,0.897690447163768,0.848817054184482,0.856395193317439,0.8105417476068,0,0
"239","ATL",11,2021,0.564187550975475,0.550632096274561,0.424708117439877,0.420080949700297,1,0
"240","ATL",11,2022,1.3898103981046,1.24874227405903,0.992160456546117,0.931983170521427,2,0
"241","ATL",11,2024,0.502815532672685,0.494219436088599,0.373931956914021,0.370999551024236,0,0
"242","ATL",12,2016,3.21373184036929,2.86826293398195,2.84541880164761,2.43818245069765,5,0
"243","ATL",12,2017,1.69502252183156,1.6201014460435,1.92951733537484,1.88190826631647,4,0
"244","ATL",12,2018,4.77306957449764,3.75406318275552,2.44900992093608,2.09888061022999,2,0
"245","ATL",12,2019,3.89491088717477,3.17226197199906,4.05636808701092,3.13711866746759,3,0
"246","ATL",12,2020,4.57128685270436,3.90085750076448,3.81289219931932,3.40643776248106,3,0
"247","ATL",12,2021,1.08597190468572,1.04616745558801,0.807762701064348,0.784285657302505,3,0
"248","ATL",12,2022,1.96512504201382,1.6652608396611,2.21818592969794,1.84602807331868,1,0
"249","ATL",12,2023,1.21125388354994,1.15380572663236,1.01653441169765,0.991471447648158,2,0
"250","ATL",13,2016,6.11713008780498,5.05672937917952,4.68896988767665,4.04992224172835,4,0
"251","ATL",13,2017,0.67351146438159,0.66016248082554,0.749627696583048,0.741871302724165,0,0
"252","ATL",13,2018,1.0448007741943,1.01867467232158,0.863391209102701,0.85273420453552,2,0
"253","ATL",13,2019,2.22904543863842,2.02258126885983,1.90649313590256,1.80382437596684,2,0
"254","ATL",13,2020,1.94532527402043,1.81018713286699,1.64803913171636,1.56856844045976,1,0
"255","ATL",13,2021,3.28771763877012,2.40260804280588,1.94252781214891,1.6940031895299,1,0
"256","ATL",13,2022,1.2366526281694,1.1833240949508,1.29207278578542,1.26106211001683,1,0
"257","ATL",13,2023,1.12480309529928,1.0828413338849,0.93289434723556,0.919479753357547,1,0
"258","ATL",13,2024,3.20200877357274,2.86388861314256,3.11003013385925,2.71037525499839,2,0
"259","ATL",14,2016,1.72994952904992,1.64511941664754,1.1617395990761,1.11092977159311,4,0
"260","ATL",14,2017,4.22884340974269,3.1180455899336,3.98611891205655,3.09698730830183,2,0
"261","ATL",14,2018,1.85197443899233,1.75362521214426,1.48178703850135,1.45205950440571,4,0
"262","ATL",14,2019,2.15504632575903,2.08523317714002,1.79159005451947,1.72314421948398,4,0
"263","ATL",14,2020,1.36488949379418,1.31526533732898,1.2901404411532,1.26795861893091,2,0
"264","ATL",14,2021,2.44068189006066,2.21222903624962,1.78157384146471,1.63770855644056,2,0
"265","ATL",14,2023,2.52879751566797,2.23226556356209,2.35392501275055,2.19535545878203,3,0
"266","ATL",14,2024,2.80498450959567,2.35336492699758,2.6491925913142,2.31377622383982,2,0
"267","ATL",15,2016,3.63719015754759,3.21163691736915,3.30383241991512,2.97946000417831,5,0
"268","ATL",15,2017,3.02402916993015,2.5652359835016,3.07963626424316,2.65668404247508,3,0
"269","ATL",15,2018,3.91000856773462,3.30247655394358,2.56577180075692,2.31843346433739,4,0
"270","ATL",15,2019,2.77300870872568,2.52812540508089,2.40649178175954,2.2757473544849,3,0
"271","ATL",15,2020,2.34753066732083,2.19457647719436,2.0474613616243,1.98514951575183,3,0
"272","ATL",15,2021,6.19255124015035,4.46429946952545,5.28912570711691,3.62844576416299,1,0
"273","ATL",15,2022,2.21848016727017,1.99050120802835,1.79264980083099,1.69909394461881,2,0
"274","ATL",15,2023,1.14451697206823,1.0766199173908,1.02763149398379,0.966342401452826,1,0
"275","ATL",15,2024,0.793419238412753,0.782121582554743,0.516699966276065,0.512388442486507,1,0
"276","ATL",16,2016,3.02327481561224,2.44867199909518,2.67153092782246,2.20254896839918,3,0
"277","ATL",16,2017,2.96858339163009,2.48883446541737,2.57698727084789,2.106213417233,1,0
"278","ATL",16,2018,2.24509595514974,1.82063953940533,1.9037482085987,1.60211284986326,3,0
"279","ATL",16,2019,2.48949418228585,2.28924364413168,1.39806308917468,1.33407903257939,3,0
"280","ATL",16,2020,2.07685684168246,1.82105852711813,1.6183865799685,1.48229491222134,2,0
"281","ATL",16,2021,1.22752095293254,1.15934479526624,1.04026402189629,0.984923487100282,2,0
"282","ATL",16,2022,3.80683500738814,2.8898891155092,3.42697800914175,2.68669844830289,0,0
"283","ATL",16,2023,2.41277119785082,2.15917199312405,2.63097142349579,2.37576383622743,2,0
"284","ATL",16,2024,3.21603947435506,2.74789708826924,2.60320502484683,2.31359969479521,2,0
"285","ATL",17,2016,4.67928128060885,3.8099555619093,3.31807015417144,2.8815801556117,5,0
"286","ATL",17,2017,1.63256933388766,1.55399751477228,1.13946141069755,1.08584891157188,1,0
