"","posteam","week","season","before_old_xtd","before_new_xtd","after_old_xtd","after_new_xtd","actual_td","actual_fg"
"924","CIN",1,2020,1.03973485075403,1.01319396167795,1.44021534800413,1.42057415679426,1,0
"925","CIN",1,2021,2.06097397848498,1.81505808874026,1.9164992349688,1.77620177322394,3,0
"926","CIN",1,2022,6.17611663974822,4.89680599832085,5.28660424228292,4.32354341430148,3,0
"927","CIN",1,2023,0.384189232368954,0.37976252920714,0.64063019072637,0.632414642881904,0,0
"928","CIN",1,2024,1.38387122680433,1.29696751571275,1.13036733487388,1.08117724002326,1,0
"929","CIN",2,2016,2.7515881122672,2.15131457475308,2.22210230462952,1.77764517793115,1,0
"930","CIN",2,2017,1.7111320158001,1.58712420475736,1.62449428753462,1.49617252909908,0,0
"931","CIN",2,2018,3.44788890471682,2.98008969993591,2.78005092189414,2.41144562206033,4,0
"932","CIN",2,2019,3.06116030615522,2.2428842116859,2.83276551371091,2.21992951177217,2,0
"933","CIN",2,2020,5.46478201996069,4.42552436146313,4.6165065386449,4.00277512416379,3,0
"934","CIN",2,2021,0.641515056719072,0.637629196907858,0.6619696765556,0.660305219770279,3,0
"935","CIN",2,2022,1.28238988458179,1.21421762965675,0.86380321503384,0.81384956998855,1,0
"936","CIN",2,2023,4.440913409926,3.56084932395925,3.57230319420341,3.16240330950683,2,0
"937","CIN",2,2024,5.93063081620494,4.24821017179115,5.11433874734212,3.80385211742921,3,0
"938","CIN",3,2016,2.28798551732325,2.16222563358716,1.35782169474987,1.33712451230688,2,0
"939","CIN",3,2017,1.42939521756489,1.36028771892645,1.6048687461298,1.52086766756293,2,0
"940","CIN",3,2018,3.09274017199641,2.47183107690495,2.60966690420173,2.29401701741473,3,0
"941","CIN",3,2019,1.90820036950754,1.81248195260336,1.88332968385657,1.67002627511874,2,0
"942","CIN",3,2020,3.2362537503941,2.70767299792386,2.648910469783,2.24250822578652,2,0
"943","CIN",3,2021,0.856832972844131,0.832330908841431,0.744455860229209,0.731547193387888,3,0
"944","CIN",3,2022,3.45202897838317,2.91579486592645,2.75904304638971,2.37403111302836,3,0
"945","CIN",3,2023,1.03813191561494,1.01142806891491,0.597535148321185,0.591155334256149,1,0
"946","CIN",3,2024,4.14906239369884,3.33089396561022,3.31032482796581,2.8552328623907,4,0
"947","CIN",4,2016,3.31622796982992,2.71884697109266,2.45861974463332,2.0143120325333,1,0
"948","CIN",4,2017,2.48969897709321,2.22149868188232,2.19619321182836,2.06330820493871,4,0
"949","CIN",4,2018,2.92086541687604,2.69641118370259,2.43274001160171,2.33897298242533,5,0
"950","CIN",4,2019,1.80649216624442,1.64900223406787,1.38359215267701,1.30501481663838,0,0
"951","CIN",4,2020,3.35274136706721,2.80670650802963,3.24953918450046,2.7621595199306,3,0
"952","CIN",4,2021,2.03895367274527,1.56849302306517,1.84655052679591,1.42996019811249,3,0
"953","CIN",4,2022,3.25037868332583,2.6774815576411,3.60329280397855,3.04975863521924,3,0
"954","CIN",4,2023,0.938126080902293,0.86171135504295,0.82737221516436,0.744034103642291,0,0
"955","CIN",4,2024,3.93886326719075,3.07264631514321,3.67508405237459,2.95385008457963,4,0
"956","CIN",5,2016,1.4516193268355,1.37361734622937,1.37564007844776,1.33313087868964,2,0
"957","CIN",5,2017,1.31900612660684,1.2564511622597,1.13837575248908,1.11367156209747,2,0
"958","CIN",5,2018,1.7390739179682,1.64836717231488,1.28626745386282,1.22954140538376,1,0
"959","CIN",5,2019,3.10649556294084,2.70656798981402,2.16846573614748,1.9873517675379,2,0
"960","CIN",5,2020,0.406347993237432,0.403041971881644,0.488878162112087,0.48477759402653,1,0
"961","CIN",5,2021,1.52983054314973,1.41841650016202,1.1994944694452,1.17498933632094,3,0
"962","CIN",5,2022,3.5213197771227,2.9502568544894,1.93994345370447,1.79778482176142,2,0
"963","CIN",5,2023,5.49879602948204,4.33898316455332,4.4575036095921,3.61783661069921,3,0
"964","CIN",5,2024,3.13527226552833,2.4458782964789,2.67628246726235,2.08319846583217,5,0
"965","CIN",6,2016,3.90462604933418,2.95464133258123,4.17413893062621,3.27391166681642,2,0
"966","CIN",6,2018,2.1006093431497,1.88089693097838,1.81073660228867,1.61488345376386,3,0
"967","CIN",6,2019,2.2357653734507,1.89742042385756,1.88165757717798,1.64410597101015,1,0
"968","CIN",6,2020,3.16570992849302,2.49506023930969,2.71842284544255,2.25109379483614,3,0
"969","CIN",6,2021,2.34643106989097,2.17348543988589,1.50643441965804,1.47260064380035,4,0
"970","CIN",6,2022,1.79479641956277,1.63485034312294,1.51858574186917,1.37749673407524,4,0
"971","CIN",6,2023,1.92043855274096,1.69247340571515,1.09592971525853,1.01158407155715,2,0
"972","CIN",6,2024,1.1891668306198,1.08334039651112,0.599003044771962,0.570078242558909,2,0
"973","CIN",7,2016,1.13192538078874,1.11399318962295,1.29109111783328,1.27997632154255,4,0
"974","CIN",7,2017,2.28927076980472,1.97853576233254,2.22247217211407,2.00913560712198,2,0
"975","CIN",7,2018,1.69783777091652,1.40521529055601,1.52801601728424,1.35309173726721,2,0
"976","CIN",7,2019,3.62299478426576,2.73776163488872,3.2934571892838,2.60605842933651,3,0
"977","CIN",7,2020,6.22909214312676,5.21831014681319,4.62303924525622,4.11351085050567,4,0
"978","CIN",7,2021,1.20493792893831,1.14501159772644,1.10319721908309,1.06998454470887,5,0
"979","CIN",7,2022,4.26322999387048,3.2330867881718,3.57308467273833,2.78868519534643,5,0
"980","CIN",7,2024,0.623726945370436,0.614486806317836,0.711180357844569,0.698968302736267,2,0
"981","CIN",8,2016,2.89848349010572,2.53319424976105,3.13842704152921,2.74663485388876,4,0
"982","CIN",8,2017,2.26511023601051,1.97959047838236,1.71903620229568,1.52432383355861,2,0
"983","CIN",8,2018,2.22252463293262,2.06111340666299,1.98799284221604,1.87454621990187,4,0
"984","CIN",8,2019,4.11836330057122,3.46900465836013,3.91939371050103,3.39867701535762,1,0
"985","CIN",8,2020,3.02395820489619,2.76044661877524,2.3326442175312,2.18320026827325,4,0
"986","CIN",8,2021,6.22410534787923,4.69616310800177,4.88865179312415,3.90158661148325,4,0
"987","CIN",8,2022,0.784216585394461,0.764558821076401,0.682507737190463,0.669234638583025,2,0
"988","CIN",8,2023,2.8788232235238,2.63482072408593,2.17513424321078,2.05389843040917,4,0
"989","CIN",8,2024,3.15433232602663,2.6714637102719,2.16605162061751,1.92881039057352,2,0
"990","CIN",9,2017,0.417998818738852,0.402273475121752,0.547383744094986,0.529720095213659,1,0
"991","CIN",9,2021,2.7404001954128,2.40944453714246,2.50920623267302,2.33635611000161,3,0
"992","CIN",9,2022,5.28097338904627,4.31241732061805,4.1687582785089,3.65385147067744,6,0
"993","CIN",9,2023,3.92239071591757,3.16944766433895,2.53422882372979,2.36619512399016,3,0
"994","CIN",9,2024,5.43035668332595,4.37078671077187,4.79360171849839,4.04195988991142,6,0
"995","CIN",10,2016,1.49611894291593,1.33145784921562,1.60193145857193,1.46810508036954,2,0
"996","CIN",10,2017,0.720640816260129,0.712964720023024,0.771326751913875,0.767850264468165,3,0
"997","CIN",10,2018,1.08547781675588,1.04885315610222,0.827350995270535,0.799053086870607,2,0
"998","CIN",10,2019,1.85510297870496,1.69483741894528,1.30577109917067,1.19915739788585,3,0
"999","CIN",10,2020,1.85022731736535,1.50416061806335,1.13420110521838,1.00810556095107,1,0
"1000","CIN",10,2023,2.03584395640064,1.80038399592757,1.69753496046178,1.54714607910696,3,0
"1001","CIN",10,2024,4.12613379920367,3.22656567910207,3.16474418356665,2.8457518090644,5,0
"1002","CIN",11,2016,3.37738658557646,2.50799366072738,3.21294542227406,2.39816323656248,2,0
"1003","CIN",11,2017,2.22883917659055,1.54641169258518,2.51085744978627,1.89006527098453,3,0
"1004","CIN",11,2018,1.85946497163968,1.66988435243858,2.25474848801969,1.9751668954827,3,0
"1005","CIN",11,2019,1.33682383576524,1.27810174007188,1.0914401258342,1.0444665306873,1,0
"1006","CIN",11,2020,2.80558326881146,2.3461630595011,3.04866048804251,2.63206334002805,1,0
"1007","CIN",11,2021,1.66459425620269,1.57040389381175,1.6801700265496,1.59169648884367,3,0
"1008","CIN",11,2022,2.06581582536455,1.91268565543177,1.64615641708951,1.51833003819206,4,0
"1009","CIN",11,2023,2.13206798356259,1.94746423384784,1.45854514010716,1.40216859893322,2,0
"1010","CIN",11,2024,4.29278340318706,3.53824582934707,3.67654205125291,3.25156510145753,3,0
"1011","CIN",12,2016,2.98593555670232,2.59313128497389,2.08936053921934,1.86775956251898,1,0
"1012","CIN",12,2017,3.7082468845183,3.13153020685301,3.16459295502864,2.76050552895705,3,0
"1013","CIN",12,2018,2.64090459462022,2.29824666996765,1.70737603653106,1.58310788817815,3,0
"1014","CIN",12,2019,0.547941352240741,0.539602595175526,0.48138407926308,0.472007023294939,1,0
"1015","CIN",12,2020,1.09233408549335,1.02225468305161,0.926972161512822,0.839997591036626,1,0
"1016","CIN",12,2021,3.8459352060454,3.18677794772735,3.2579781236127,2.96939303775194,4,0
"1017","CIN",12,2022,1.06872277345974,1.0398991738215,1.02016058616573,0.995979909421485,2,0
"1018","CIN",12,2023,0.96324303781148,0.907491133070917,0.465010199812241,0.458349084927608,1,0
"1019","CIN",13,2016,2.79532890324481,2.56420936977721,2.57631405611755,2.41006873954235,3,0
"1020","CIN",13,2017,1.73460124229314,1.62518539603187,2.21104965120321,2.06481149994948,2,0
"1021","CIN",13,2018,0.836443296284415,0.801532106447334,0.857232281996403,0.806485080390945,1,0
"1022","CIN",13,2019,2.17683335638139,1.97399583475802,1.72299180214759,1.62569410610776,2,0
"1023","CIN",13,2020,0.615347444661893,0.599477152805745,0.319591386360116,0.316919095606895,1,0
"1024","CIN",13,2021,1.46828080824343,1.39125080527017,1.4705990140792,1.4114435025568,4,0
"1025","CIN",13,2022,3.34687724581454,2.94672252751965,2.96545248269103,2.65805486891232,3,0
"1026","CIN",13,2023,2.98892439319752,2.58500818644507,2.40278797585052,2.11740561694022,4,0
"1027","CIN",13,2024,4.53692638792563,3.71416168671851,3.27599499555072,2.74961438161167,5,0
"1028","CIN",14,2016,2.85265237069689,2.56676274521155,2.52275681425817,2.34056944898097,3,0
"1029","CIN",14,2017,0.673843842057977,0.655879275970482,0.780794187157881,0.768488764832631,1,0
"1030","CIN",14,2018,3.23416053666733,2.66156333927586,2.21831922512501,1.97934673578028,2,0
"1031","CIN",14,2019,4.99420278164325,4.06903061877353,3.75134195905412,3.32109079457338,2,0
"1032","CIN",14,2020,2.5903953757952,2.2373405937013,1.84965316619491,1.64677957325375,2,0
"1033","CIN",14,2021,1.42025467136409,1.37500472991426,0.996535617974587,0.984881138109307,2,0
"1034","CIN",14,2022,1.60995867900783,1.5066403039278,0.977590575872455,0.958240776846673,3,0
"1035","CIN",14,2023,5.07630539801903,3.73109617525194,4.63518238894176,3.37878558830059,5,0
"1036","CIN",14,2024,2.06727547047194,1.93086199959316,2.05122428038158,1.95364587375897,3,0
"1037","CIN",15,2016,5.4499175316887,3.93756245531995,4.61076000612229,3.34975693623091,2,0
"1038","CIN",15,2017,1.04763107025065,0.974205216046809,0.810400550544728,0.774043004391549,2,0
"1039","CIN",15,2018,5.32095513935201,3.95388414945752,5.3420734233805,4.23628892654864,3,0
"1040","CIN",15,2019,1.1511465231888,1.10656295982624,0.817200303426944,0.794924398743224,2,0
"1041","CIN",15,2020,1.92180578829721,1.78203193672468,1.33728380082175,1.29311891923383,3,0
"1042","CIN",15,2021,0.753422752255574,0.693370057174608,0.585821735847276,0.552034547111218,1,0
"1043","CIN",15,2022,4.42144592362456,3.67106994567922,3.52733888034709,3.08546591907562,4,0
"1044","CIN",15,2023,2.91051543690264,2.31525584771118,2.88479390990688,2.34006170040432,3,0
"1045","CIN",15,2024,3.46924482716713,3.17455199615922,2.52137521409895,2.406536510292,4,0
"1046","CIN",16,2016,0.427431693882681,0.423771888992364,0.444708025315776,0.443246178383375,1,0
"1047","CIN",16,2017,3.1399058199604,2.76337718538535,2.1157068805187,1.97296034935124,2,0
"1048","CIN",16,2018,1.17654248187318,1.12201864003522,0.759310773690231,0.738153460090673,2,0
"1049","CIN",16,2019,4.60258191463072,3.56676259935192,3.50979250774253,2.93923650656593,4,0
"1050","CIN",16,2020,1.89105751155876,1.79311309317904,1.94503711909056,1.86138741174529,4,0
"1051","CIN",16,2021,5.53412610606756,4.41606448397,4.98034778155852,4.10672133556821,5,0
"1052","CIN",16,2022,3.7831468450313,3.27203126199481,3.56804804527201,3.23932849154013,4,0
"1053","CIN",16,2023,2.19791929237545,1.96768487993424,1.23634451895487,1.15237595548249,1,0
"1054","CIN",16,2024,3.91578912991099,3.06628734731419,3.11179051239742,2.55200498815008,3,0
"1055","CIN",17,2016,3.12373698176816,2.8491343470029,2.75718763249461,2.47959884113142,3,0
"1056","CIN",17,2017,1.69629432290094,1.62562617707124,2.05672913085436,1.97718621247363,3,0
"1057","CIN",17,2018,0.823022771044634,0.750399537137876,0.267749989056028,0.264915172139629,0,0
"1058","CIN",17,2019,3.62792565929703,3.03631455812983,3.35759154614061,2.85663105849209,4,0
"1059","CIN",17,2020,0.817547570331953,0.811898405290862,0.88572212663712,0.880882655897075,0,0
"1060","CIN",17,2021,3.74900524190161,2.66198848826121,3.48344377003377,2.54611854896571,4,0
"1061","CIN",17,2023,3.97025268437574,2.95674670291466,3.35969987785211,2.60549759821773,2,0
"1062","CIN",17,2024,7.35586924245581,5.68004957404215,4.79709134518635,3.98747111657887,4,0
"1063","CIN",18,2021,1.50818117382005,1.38990348224087,1.1183778377017,1.07168716583904,1,0
"1064","CIN",18,2022,2.50186672178097,2.26800194235533,2.34470590949059,2.17552242613433,2,0
"1065","CIN",18,2023,3.27583688555751,2.97432780036957,2.62553642818239,2.35508187124651,4,0
"1066","CIN",18,2024,3.37461497471668,3.00896687583946,1.86945021513384,1.76486891148441,1,0
"1067","CIN",28,2021,3.2760606512893,2.99201471699518,3.23346870567184,2.96396698356981,2,0
"1068","CIN",28,2022,1.82260266202502,1.69560186175267,1.50012302520918,1.34466507941948,2,0
"1069","CIN",29,2021,0.946430684649386,0.918545569908361,0.314726251934189,0.312767503596008,1,0
"1070","CIN",29,2022,4.11607569258194,3.34615810598358,3.82002412941074,3.16165809723253,3,0
"1071","CIN",30,2021,2.54519933916163,2.15636266202072,2.15632454497973,1.85275627353985,2,0
"1072","CIN",30,2022,2.17834610724822,1.90382745519362,1.94182035938138,1.80146742531044,2,0
"1073","CIN",32,2021,2.24226417532191,2.03360648400955,1.62297302903607,1.51217231254275,2,0
"1074","CLV",1,2016,1.31169775605667,1.16036553283658,1.92498684459133,1.60492380041002,1,0
"1075","CLV",1,2017,2.89842068037251,2.34935971204404,2.22921521787066,1.92946935117649,2,0
"1076","CLV",1,2018,1.60806742703426,1.58599313086663,1.81048117834143,1.78069074015739,3,0
"1077","CLV",1,2019,1.09078939631581,1.07676652314009,1.12414613802684,1.05849559984346,3,0
"1078","CLV",1,2020,1.65572114172392,1.4126923265595,1.38669886265416,1.14850809603663,1,0
"1079","CLV",1,2021,2.3947450449341,2.1357774217903,2.7504995240015,2.37698513410889,4,0
"1080","CLV",1,2022,2.07541433547158,2.00005332402209,1.94683378696209,1.84400625304731,2,0
"1081","CLV",1,2023,2.11815247917548,1.96791655885673,1.61383362160996,1.5350881198252,2,0
"1082","CLV",1,2024,2.48979980777949,2.19775723208409,2.25456420623232,1.99463904351399,2,0
"1083","CLV",2,2016,0.774133460887242,0.748698741217909,1.33237086128793,1.3162730111112,3,0
"1084","CLV",2,2017,1.61382203659741,1.48289914297785,2.06522124668118,1.86430250945479,1,0
"1085","CLV",2,2018,2.62186748324893,2.02502257039354,1.96026424178854,1.65806605841439,2,0
"1086","CLV",2,2019,1.62553014315199,1.40666047128671,1.74324834661093,1.47915044691262,2,0
"1087","CLV",2,2020,5.65503883827478,4.16709282016314,5.39568687567953,4.27815550471579,5,0
"1088","CLV",2,2021,2.92060229182243,2.33944963293505,2.65132893924601,2.07218344127994,4,0
"1089","CLV",2,2022,3.51152703829575,2.95662965639981,2.68392938497709,2.3217532705894,4,0
"1090","CLV",2,2023,2.47580939799082,2.0979395376844,2.12663099524798,1.77524794279294,4,0
"1091","CLV",2,2024,2.11903341533616,1.80700399693277,1.53892254695529,1.28255383394666,1,0
"1092","CLV",3,2016,1.40160505304812,1.31247959150842,1.30150048917858,1.23353478917969,1,0
"1093","CLV",3,2017,2.22926302932319,2.11045445385129,2.09817967534764,2.01293919316265,4,0
"1094","CLV",3,2018,3.69662230031099,2.93561139999973,3.85714526148513,3.15194802700434,2,0
"1095","CLV",3,2019,4.08700689225225,3.34653207956014,3.01513626147062,2.59995431762312,1,0
"1096","CLV",3,2020,1.94616179843433,1.8028188625492,1.49620028963545,1.40493353128268,4,0
"1097","CLV",3,2021,1.61127828655299,1.5689088931877,1.35178732150234,1.32210550688172,2,0
"1098","CLV",3,2022,3.38517977891024,2.71878069829749,3.03838928043842,2.4106924614686,3,0
"1099","CLV",3,2023,1.46809381479397,1.40056904633027,1.77678409358487,1.73522832621109,3,0
"1100","CLV",3,2024,0.931425240822136,0.885072879803918,1.06748539645923,1.035776786993,2,0
"1101","CLV",4,2016,2.02622569014784,1.83911419243307,1.67429281410296,1.48374318992657,2,0
"1102","CLV",4,2017,2.29185962700285,1.7268746458857,2.17837640980724,1.68989037047583,1,0
"1103","CLV",4,2018,4.29779054108076,3.27894844919507,4.27303451948683,3.33255705437586,6,0
"1104","CLV",4,2019,3.13468980987091,2.85418087098397,2.85309181321645,2.62726934498774,5,0
"1105","CLV",4,2020,2.81067883077776,2.62553513187816,2.81635207682848,2.71609888079994,6,0
"1106","CLV",4,2021,4.49595390586182,3.07619140319983,3.76168394018896,2.78021757488462,1,0
"1107","CLV",4,2022,3.47259258339182,2.89971239242212,3.13548987085233,2.69201080435192,2,0
"1108","CLV",4,2023,0.457423231826397,0.451082992486663,0.670726417738479,0.647773122519466,0,0
"1109","CLV",4,2024,2.84654244454578,2.15673618282676,1.94074549269862,1.48172581169965,1,0
"1110","CLV",5,2016,0.909578985418193,0.871727649674861,1.08303884870838,1.06027688293881,2,0
"1111","CLV",5,2017,3.53328006135416,2.98115633375561,2.50604693649802,2.30333982480839,2,0
"1112","CLV",5,2018,1.39041320385877,1.29556285556465,1.52510553353932,1.38505044187381,1,0
"1113","CLV",5,2019,1.24165023010573,1.14024125443123,1.07857550791232,0.994652562738467,0,0
"1114","CLV",5,2020,4.05523286480457,3.11711010217688,3.13277586980257,2.59342543505197,2,0
"1115","CLV",5,2021,2.70036712230649,2.44446998416253,2.66894390128436,2.39756544122376,5,0
"1116","CLV",5,2022,3.52054361975752,3.07920195954747,2.81478011596482,2.50919229001498,4,0
"1117","CLV",5,2024,2.09095608460484,1.82019793145108,1.89797510200879,1.60889812075074,1,0
"1118","CLV",6,2016,2.80492019333178,2.46017427237923,2.56588982883841,2.1762424277394,3,0
"1119","CLV",6,2017,1.64771539118374,1.37031236731493,1.06726608710596,0.978833587447188,2,0
"1120","CLV",6,2018,3.12081471181591,2.53838642722914,3.02814995090012,2.43937982808996,1,0
"1121","CLV",6,2019,3.75440391525626,3.12823381198085,3.05784298211802,2.60884382923877,4,0
"1122","CLV",6,2020,0.781120616826229,0.742842174174633,0.512608589720912,0.510313633467804,2,0
"1123","CLV",6,2021,1.99236381408991,1.75888266326497,1.10825492418371,1.0521178441241,2,0
"1124","CLV",6,2022,1.23603944084607,1.18242302844799,1.44645423110342,1.41193654684372,1,0
"1125","CLV",6,2023,1.19778842868982,1.15954873341625,0.667297542269807,0.658519119734477,1,0
"1126","CLV",6,2024,1.43163515313063,1.29375680997673,1.19032989512198,1.09194220153334,0,0
"1127","CLV",7,2016,1.8737058021361,1.68646109970896,1.33965823473409,1.20460095606341,2,0
"1128","CLV",7,2017,1.1556217422476,1.0865287084366,0.989064371562563,0.961559570809484,0,0
"1129","CLV",7,2018,3.18080573045881,2.62829353120649,3.26834480470279,2.8086276182992,3,0
"1130","CLV",7,2020,2.2863507164875,2.1408926789816,1.97950045636389,1.8997852670625,5,0
"1131","CLV",7,2021,2.95730428467505,2.42504840205198,2.36933185713133,2.10437177598804,2,0
"1132","CLV",7,2022,2.20753275108291,2.05054875913416,1.93799912516261,1.74581769487461,2,0
"1133","CLV",7,2023,3.2005397186731,2.41399632400216,3.13179112412035,2.64748782582192,3,0
"1134","CLV",7,2024,3.84692828537663,2.74024986388262,3.49399402423296,2.70392938335531,2,0
"1135","CLV",8,2016,4.25624016334768,3.4298327601356,4.07135228981497,3.48866155105852,3,0
"1136","CLV",8,2017,3.02818655828014,2.32062698741192,2.75463046267396,2.25834435003413,2,0
"1137","CLV",8,2018,2.21125701809069,1.7755711717886,1.91020944993943,1.59582132036634,2,0
"1138","CLV",8,2019,0.748197358741891,0.72508288760173,0.551374571630731,0.544915947351363,2,0
"1139","CLV",8,2020,1.18762836093083,1.13395950010648,1.07515611010604,1.02339042406047,0,0
"1140","CLV",8,2021,1.80884200084256,1.67314753201986,0.976891788479406,0.926991570526686,1,0
"1141","CLV",8,2022,2.56207156029996,2.33444452748297,2.15421178808901,1.98476776127071,4,0
"1142","CLV",8,2023,2.71305314468918,2.31686038543023,2.10006566642551,1.92465613338857,2,0
"1143","CLV",8,2024,1.84011797141284,1.75905894113924,1.71522672777064,1.66294396044946,3,0
"1144","CLV",9,2016,0.938530329265632,0.883605869726269,1.86630198627245,1.63145314772038,1,0
"1145","CLV",9,2018,2.28551407606574,2.12109781017981,1.81033981620567,1.70698858046789,3,0
"1146","CLV",9,2019,3.00765593146207,2.72931041498085,2.45103051990736,2.20307607442771,1,0
"1147","CLV",9,2021,3.45635718922131,2.91796161932266,3.30282956233714,2.88325776402693,4,0
"1148","CLV",9,2023,2.51445177639835,2.37016188207472,1.77913840999827,1.68668305570128,3,0
"1149","CLV",9,2024,2.92841992317699,2.50195126331491,2.1953303682385,2.00555587818002,1,0
"1150","CLV",10,2016,0.346821820945479,0.343119181682194,0.544178543670569,0.542188494526628,1,0
"1151","CLV",10,2017,3.93018504054635,3.31468067100709,4.13859338336624,3.56535972276395,4,0
"1152","CLV",10,2018,1.03744821622968,1.00753778596819,1.18537589925108,1.14078910024244,4,0
"1153","CLV",10,2019,6.19229009596165,4.06052849267633,5.87768986716401,4.0449070172859,2,0
"1154","CLV",10,2020,1.10571155021898,1.03329436587486,0.771744411671534,0.742505682938802,1,0
"1155","CLV",10,2021,3.1554862811463,2.37517700473834,2.1921675024787,1.83727037527285,1,0
"1156","CLV",10,2022,1.50375511625316,1.34148697477577,1.97849286359269,1.82814886828947,2,0
"1157","CLV",10,2023,2.80951125372667,2.54180094859114,2.34549425024306,2.21233580252175,3,0
"1158","CLV",11,2016,2.68973154749256,2.2239835571213,2.06303923181258,1.92177845856857,2,0
"1159","CLV",11,2017,0.608393880189396,0.598383743668137,0.498119637661148,0.495200777936702,2,0
"1160","CLV",11,2019,3.02321722818306,2.75880326867195,3.01598402077798,2.63240658036399,3,0
"1161","CLV",11,2020,3.08663378318306,2.25522455743061,2.84869184152922,2.25069934195948,1,0
"1162","CLV",11,2021,1.33779009303544,1.29995527946538,0.794827798614278,0.780111231047794,2,0
"1163","CLV",11,2022,2.52809011831414,2.26885743718282,2.70847329078242,2.51070248503284,3,0
"1164","CLV",11,2023,2.39036633900832,2.03964543745471,1.98766924004303,1.68651610066879,1,0
"1165","CLV",11,2024,1.38045186875388,1.29558074338985,1.45680552738486,1.41944934693736,2,0
"1166","CLV",12,2016,2.29130415915279,2.05385869360703,2.14440353313694,1.96792945369395,2,0
"1167","CLV",12,2017,2.63012832961977,2.22593291999742,2.51497461050167,2.25244838889389,1,0
"1168","CLV",12,2018,3.07423154078424,2.71168610530015,2.95945923903491,2.65964595383912,5,0
"1169","CLV",12,2019,3.47657904273365,3.24916219939648,2.69601642613998,2.58272515657043,5,0
"1170","CLV",12,2020,4.40554953087121,3.48300494035094,4.24343674321426,3.42723917191039,3,0
"1171","CLV",12,2021,0.665199779206887,0.655715868771831,1.01663566054776,1.00157473537536,1,0
"1172","CLV",12,2022,1.86196513625327,1.67571755749345,1.87284996861126,1.7008423501958,3,0
"1173","CLV",12,2023,3.05117629884626,2.55002879954559,2.81577029079199,2.37491141403457,1,0
"1174","CLV",12,2024,3.77002202672884,3.02111550413757,2.9982869856758,2.52934716734757,3,0
"1175","CLV",13,2017,1.25524656538619,1.19509726641808,1.68166068592109,1.57221199542407,1,0
"1176","CLV",13,2018,1.05729873850942,1.01332329247331,1.02232820045901,1.00233090975185,3,0
"1177","CLV",13,2019,1.74339814356063,1.59631250840274,1.46291612973437,1.39618132363576,1,0
"1178","CLV",13,2020,6.11850789492019,4.51892998594924,5.21977800276363,4.00424104772325,5,0
"1179","CLV",13,2022,0.644767700345255,0.633502827752157,0.767145751859061,0.759852179531073,0,0
"1180","CLV",13,2023,1.78976216320007,1.63641576628567,1.96181947365403,1.78369743230618,2,0
"1181","CLV",13,2024,3.42481911752839,2.99952672957646,2.41196499601938,2.23840595253489,6,0
"1182","CLV",14,2016,2.14954737614607,1.67878365697858,1.85087237023981,1.45848558200176,1,0
"1183","CLV",14,2017,2.05215131293517,1.69086526240788,1.70231737929862,1.54260061133097,3,0
"1184","CLV",14,2018,1.06749628495891,1.02991918234423,1.51939625904197,1.47850742752883,3,0
"1185","CLV",14,2019,2.18588987132534,1.84785452040944,1.83813275012653,1.58750381106651,2,0
"1186","CLV",14,2020,3.21513210062403,2.81650361857526,2.9133395490353,2.61090245807891,6,0
"1187","CLV",14,2021,2.54015914071351,2.23541281400012,1.70765291788848,1.52234124193433,2,0
"1188","CLV",14,2022,2.99380459281383,2.57764090835924,2.46359265552019,2.19058897231299,1,0
"1189","CLV",14,2023,1.71690896630753,1.60439511842667,1.94419051159639,1.8006027544148,4,0
"1190","CLV",14,2024,1.19801514828578,1.16712201173062,1.51646869967226,1.4770314488683,2,0
"1191","CLV",15,2016,1.39026371773798,1.22996800348586,0.761343916557962,0.728596552844602,1,0
"1192","CLV",15,2017,1.16443482117029,1.0628681812733,0.976260152645409,0.93392320459954,2,0
"1193","CLV",15,2018,1.75922102085315,1.6029571663446,1.89457837573718,1.83161708033498,2,0
"1194","CLV",15,2019,3.51964261441026,2.71579536447094,3.44557746493956,2.73059909915561,4,0
"1195","CLV",15,2020,3.80761447583791,3.23299990369415,2.90439942118246,2.63149592466676,3,0
"1196","CLV",15,2021,1.90832177374978,1.65355988106607,1.16718022886198,1.10189394340511,2,0
"1197","CLV",15,2022,3.57709159830119,2.93797274061836,2.20656383156893,1.89578802706783,1,0
"1198","CLV",15,2023,2.43890353740426,1.9963027945043,2.10142942937091,1.89024636169451,3,0
"1199","CLV",15,2024,0.438162628444843,0.43547278342915,0.912588372826576,0.904813025987608,1,0
"1200","CLV",16,2016,1.78035808354616,1.70801556654241,2.02678898017621,1.91532759926079,2,0
"1201","CLV",16,2017,0.574354545446113,0.561888367602985,0.480850257794373,0.477747272304675,0,0
"1202","CLV",16,2018,3.18342763127293,2.86359541806732,2.14621123496909,1.96776445878775,3,0
"1203","CLV",16,2019,3.41682449629297,2.54379450837443,2.80717783008004,2.05578669239332,2,0
"1204","CLV",16,2020,2.869338893448,2.42986335199502,2.40112127998145,2.0828307732831,2,0
"1205","CLV",16,2021,3.11458875687094,2.89728677251459,2.51217640528921,2.33469482577283,3,0
"1206","CLV",16,2022,1.66695552901365,1.56800760092428,1.62469890993088,1.53848653422538,1,0
"1207","CLV",16,2023,4.50615858740639,3.93317137036376,4.25233979767654,3.80542904124225,5,0
"1208","CLV",16,2024,2.42964885535184,2.15462842908979,2.33322929684073,2.02931415155777,1,0
"1209","CLV",17,2016,3.36590042963508,3.0045437537112,2.48792534106178,2.30458466887767,3,0
