"","posteam","defteam","week","season","before_old_xtd","before_new_xtd","after_old_xtd","after_new_xtd","actual_td","actual_fg"
"79","ARZ","NYG",14,2020,4.72116391779855,3.81699374329399,4.22630473447498,3.53441025463948,2,0
"80","ARZ","NYG",16,2017,2.11530365201179,1.88285483753604,2.51113984989934,2.30465568750741,2,0
"81","ARZ","NYJ",5,2020,1.98131013649981,1.73910520153812,2.45545355160721,2.12326960497226,4,0
"82","ARZ","NYJ",6,2016,3.6226878145244,2.86641617822924,4.02985425514635,3.1874162475411,4,0
"83","ARZ","PHI",5,2017,0.674022531195078,0.650594771833185,1.20992368808948,1.15314442569197,1,0
"84","ARZ","PHI",5,2022,1.56261330237612,1.3274579079752,1.60674926813226,1.40962478548551,2,0
"85","ARZ","PHI",15,2020,2.52912840154022,2.33404606860743,3.42788129963446,3.07563797625019,4,0
"86","ARZ","PIT",13,2023,2.94895991066005,2.39650309194272,3.48027452279348,2.78730063290218,3,0
"87","ARZ","PIT",14,2019,3.62922736286419,2.96915309103306,3.16981350840069,2.75833035195464,2,0
"88","ARZ","SEA",4,2018,1.93117630505003,1.83619121044324,2.89125989039894,2.71019079870678,2,0
"89","ARZ","SEA",4,2019,1.29622440360254,1.23652703102725,1.37085400486831,1.29358555723632,2,0
"90","ARZ","SEA",6,2022,1.89129549171776,1.57164991457028,2.34841454250272,1.94339970186754,0,0
"91","ARZ","SEA",7,2016,2.00372748094378,1.83479389884307,2.84625625621993,2.61072156825642,0,0
"92","ARZ","SEA",7,2020,2.76428040198516,2.38091992463332,3.64787544601131,3.17840370809302,4,0
"93","ARZ","SEA",7,2023,0.597009228193201,0.590403568945313,0.522749313502572,0.517319742562701,1,0
"94","ARZ","SEA",9,2022,1.21075133388513,1.0921001643596,1.05017019982915,0.94307533026812,2,0
"95","ARZ","SEA",10,2017,2.23521296354011,2.05036915287638,2.78570118057542,2.6457835030264,2,0
"96","ARZ","SEA",11,2020,2.7976499866927,2.41928481713622,3.56333624006948,2.91274993310966,3,0
"97","ARZ","SEA",11,2021,4.13314120820723,3.32042217278708,4.21780334284995,3.37562762651294,3,0
"98","ARZ","SEA",16,2016,3.63483185978839,2.85583112578995,4.15871368953958,3.18406560188011,4,0
"99","ARZ","SEA",16,2019,1.8869578903541,1.73735177817955,2.43949852779042,2.26939493633327,3,0
"100","ARZ","SEA",17,2017,1.3215634021908,1.21942331808104,1.86721951432992,1.75048537294944,2,0
"101","ARZ","SEA",17,2018,1.20723077794537,1.16963646139882,2.12778879911639,2.04574547253405,1,0
"102","ARZ","SEA",18,2021,2.80811735644238,2.41079563089074,3.09939885814674,2.56166921558638,2,0
"103","ARZ","SF",1,2020,1.44504549447447,1.42382698150994,1.29599626414711,1.27958064155202,3,0
"104","ARZ","SF",4,2017,2.49148206267273,2.28517762235449,2.70182512199972,2.53476655863596,1,0
"105","ARZ","SF",4,2023,1.51955598895438,1.4352370357311,2.20269466540776,2.05546299511601,2,0
"106","ARZ","SF",5,2016,1.93953345995396,1.76291656577391,2.8457902307855,2.63963420118645,4,0
"107","ARZ","SF",5,2018,1.36141359712929,1.27581874229592,1.65286706085317,1.5264188092898,3,0
"108","ARZ","SF",5,2021,2.48067355586682,2.12673042724825,2.88076648837887,2.45298576764745,2,0
"109","ARZ","SF",8,2018,2.26063929556403,1.97866279162667,1.96085034805583,1.86471760923247,2,0
"110","ARZ","SF",9,2017,2.51241476647556,2.2816061524995,3.44932209374383,3.12024629127556,2,0
"111","ARZ","SF",9,2019,1.28135120723164,1.16530387553536,1.47363731253427,1.38512982888283,3,0
"112","ARZ","SF",9,2021,1.83711970283184,1.77229289041773,2.06373396731215,1.89825286335436,4,0
"113","ARZ","SF",10,2016,2.85314097348601,2.48133010698391,3.20624597312417,2.84091610322103,2,0
"114","ARZ","SF",11,2019,2.47484349869774,2.22535087185933,2.63536821131129,2.32026682282261,4,0
"115","ARZ","SF",11,2022,1.7029302722658,1.50286337346114,2.24284492671723,2.00426923430982,1,0
"116","ARZ","SF",15,2023,3.02464689029148,2.57568004363822,3.15029784227954,2.64054144119075,4,0
"117","ARZ","SF",16,2020,3.77877737628296,2.75822704339854,4.25726477528224,3.24065709157586,1,0
"118","ARZ","SF",18,2022,1.05355859932024,0.957527454581064,1.33451027912088,1.20651717766583,2,0
"119","ARZ","TB",2,2016,4.5391318021575,3.50798116427095,5.10708078206517,4.26061896231978,4,0
"120","ARZ","TB",6,2017,3.12789424147923,2.6639836655568,3.5244989732746,3.05745030626818,6,0
"121","ARZ","TB",10,2019,1.33224850136321,1.28235599896597,2.07543867622735,1.98147140871919,3,0
"122","ARZ","TB",16,2022,1.16719411668601,1.12201693845576,1.03702086384874,1.01659018514459,1,0
"123","ARZ","TEN",1,2021,3.01671040221117,2.68712042704888,4.33712949720211,3.79017501581395,5,0
"124","ARZ","TEN",14,2017,2.04354625393171,1.8471423174084,1.96433366462588,1.82333735565442,0,0
"125","ARZ","WAS",1,2018,2.39626383257564,1.94732779319274,1.90113339282107,1.62846821728664,1,0
"126","ARZ","WAS",1,2023,1.09384699212387,1.03677291934665,1.14414160768501,1.07801618132489,0,0
"127","ARZ","WAS",2,2020,2.38219463394489,2.19492030024002,2.85296880285023,2.64462436825792,3,0
"128","ARZ","WAS",13,2016,3.29994562640786,2.69239236733152,3.90990380547009,3.16746345952196,4,0
"129","ARZ","WAS",15,2017,2.72747246117797,2.53620161077493,3.14975998888258,2.94168767232825,0,0
"130","ATL","ARZ",6,2019,2.82466959214071,2.54905507752401,2.79225055431016,2.51970920650698,4,0
"131","ATL","ARZ",10,2023,2.06402161251754,1.92806282282022,2.43437624373473,2.27710898857995,3,0
"132","ATL","ARZ",12,2016,3.28218846255913,2.92385541229274,3.30462534038816,2.86152199769359,5,0
"133","ATL","ARZ",15,2018,3.87828028970398,3.31840174339694,3.87804092967417,3.34906783852892,4,0
"134","ATL","ARZ",17,2022,2.00908012746368,1.90617997644796,3.10347310418729,2.88717253074193,2,0
"135","ATL","BLT",13,2018,1.00358294660691,0.980790294892476,1.23538805707358,1.2063348384765,2,0
"136","ATL","BLT",16,2022,3.83913676952943,2.94256565544816,4.03934327000752,3.05764899267459,0,0
"137","ATL","BUF",4,2017,4.08945413306355,3.23976781235627,4.18363907001913,3.44734771901557,3,0
"138","ATL","BUF",17,2021,2.51276535808574,2.25710130901605,2.56531670561526,2.20118387724517,1,0
"139","ATL","CAR",1,2023,1.71469441521913,1.55129846787086,2.1451708751847,1.83842591360061,3,0
"140","ATL","CAR",2,2018,2.8135450980044,2.54394385281321,3.25027250812855,2.98134150585584,4,0
"141","ATL","CAR",4,2016,2.15678580169333,1.87486985774717,2.5175119851483,2.27555819922229,6,0
"142","ATL","CAR",5,2020,1.51204991096165,1.42845531070857,1.65103634900879,1.52287472114864,1,0
"143","ATL","CAR",8,2020,3.02262628334574,2.77735191391341,3.28735761973076,2.99823255793626,2,0
"144","ATL","CAR",8,2021,0.746234179998282,0.734944604976583,0.881398628698662,0.869255707656312,1,0
"145","ATL","CAR",8,2022,1.8027494715061,1.62758303822252,2.44204413786065,2.21895621699342,3,0
"146","ATL","CAR",9,2017,1.22007298091194,1.11390967154941,1.65909277077299,1.51350503815788,2,0
"147","ATL","CAR",10,2022,0.990596665302292,0.947124960811061,1.71751406358089,1.58187170401441,2,0
"148","ATL","CAR",11,2019,3.79616157524288,3.43776682826597,3.62570430384949,3.33832301205497,2,0
"149","ATL","CAR",14,2019,1.99686296354048,1.93069032935141,2.44289291772293,2.35927174625588,4,0
"150","ATL","CAR",14,2021,2.47515698557254,2.21608439531733,2.95698309422005,2.57880417378114,2,0
"151","ATL","CAR",15,2023,1.19850844412576,1.11675852017767,1.50133596273372,1.38780338065123,1,0
"152","ATL","CAR",16,2016,3.00262358831242,2.47610720763149,3.20101685111877,2.71757743384659,3,0
"153","ATL","CAR",16,2018,2.24731337919366,1.77845874412691,2.41600381117314,1.89800360908504,3,0
"154","ATL","CAR",17,2017,1.5715371145634,1.50147147500888,1.42538765980862,1.3551125458686,1,0
"155","ATL","CHI",1,2017,1.17571615695488,1.11801853868818,1.32584106875584,1.27467172075366,2,0
"156","ATL","CHI",3,2020,3.1903748572804,2.56814154965949,3.79624603199773,3.03885822972607,3,0
"157","ATL","CHI",11,2022,1.28602029650938,1.16273288480643,1.56019835593179,1.42964031772624,2,0
"158","ATL","CIN",4,2018,2.22201493312605,2.07537643563805,2.96128873666748,2.83558221091911,4,0
"159","ATL","CIN",7,2022,2.02360909292474,1.34678896532417,2.73975580220576,1.74623762597048,2,0
"160","ATL","CLV",4,2022,2.32736534450669,1.89964165797498,2.94209324475378,2.75782672464008,2,0
"161","ATL","CLV",10,2018,5.97501725633629,4.31802881756848,5.57468394539319,4.08695229506634,2,0
"162","ATL","DAL",2,2020,4.07207382662455,3.4419576784969,4.86063122190535,4.17707728062483,4,0
"163","ATL","DAL",10,2017,3.81804340076633,3.22002267201817,4.09569970634766,3.40273589252596,3,0
"164","ATL","DAL",10,2021,0.547691717161797,0.532117966217163,0.710180757567286,0.700353245980377,0,0
"165","ATL","DAL",11,2018,1.5524474021513,1.43413940774693,1.67921219498385,1.58502605440198,1,0
"166","ATL","DEN",5,2016,3.29898483422585,2.44607031790598,3.71035783644766,3.02538021827786,2,0
"167","ATL","DEN",9,2020,2.06143640924711,1.92372704671818,2.56521149422042,2.42668781478312,4,0
"168","ATL","DET",3,2017,3.34969718835782,2.92678408659861,3.78106692840811,3.25813669940416,4,0
"169","ATL","DET",3,2023,1.24967787106289,1.16267326873529,1.18324257968925,1.11131906618887,0,0
"170","ATL","DET",7,2020,3.86939656920731,2.92367919633404,4.59303936525248,3.39893386363857,3,0
"171","ATL","DET",16,2021,1.22971917188261,1.1547331380414,1.20797082001809,1.13717497417389,2,0
"172","ATL","GB",2,2017,3.48126655851956,2.87396803865803,2.90372948546428,2.47210376648078,3,0
"173","ATL","GB",2,2023,4.24886592960684,3.36845822900925,4.60051062284037,3.68723702557954,2,0
"174","ATL","GB",4,2020,2.78483831480844,2.52848023572914,3.37992886698339,3.0205730558714,2,0
"175","ATL","GB",8,2016,3.56940625293646,2.66918512397716,3.83669894782361,2.84203953227499,4,0
"176","ATL","GB",14,2018,1.57470743206795,1.50520878669058,1.78140911110677,1.71654313970518,4,0
"177","ATL","GB",30,2016,5.86792993324343,4.60852889606112,6.38672602013685,4.99928902547831,6,0
"178","ATL","HST",5,2019,3.50285497342702,2.49584673830185,3.25474823289551,2.51585413422523,5,0
"179","ATL","HST",5,2023,1.7712774076499,1.65024888999311,2.12738101219293,1.97069386114804,2,0
"180","ATL","IND",3,2019,1.93153500021435,1.70258875694451,2.27678516402375,2.06240282815017,3,0
"181","ATL","JAX",4,2023,1.1725923314807,1.10871113936655,1.50984610198066,1.43670455099413,2,0
"182","ATL","JAX",12,2021,1.04533653671388,1.00941825677833,1.19018746819347,1.15075529398969,3,0
"183","ATL","JAX",16,2019,2.33326264389325,2.16844545354863,1.93927314400207,1.81794686395248,3,0
"184","ATL","KC",13,2016,5.8922574929893,4.90996224500702,5.70552622131072,4.79060800736311,4,0
"185","ATL","KC",16,2020,2.12383104569744,1.8704726930633,2.20270736189559,1.95613337770196,2,0
"186","ATL","LA",2,2022,2.30424498370849,2.17410545858655,2.55431815853808,2.37601845416419,2,0
"187","ATL","LA",7,2019,0.87200935871806,0.825388236252271,0.81718398805242,0.792404118723763,1,0
"188","ATL","LA",14,2016,1.91179161227774,1.82476647360077,1.74049400060903,1.662154308815,4,0
"189","ATL","LA",28,2017,2.80157991382293,2.49262011483343,3.25708708935417,2.89390745310073,2,0
"190","ATL","LAC",7,2016,1.60754963097861,1.51509443831028,2.17826625250746,2.05086061777621,2,0
"191","ATL","LAC",9,2022,3.56333626783453,2.85366896045851,4.61031050165184,3.60853428434611,2,0
"192","ATL","LAC",14,2020,1.32092928793281,1.27308060927473,1.80005688441452,1.75259058215636,2,0
"193","ATL","LV",2,2016,2.95969022484496,2.73007071062437,3.28346033766866,2.98486087358031,4,0
"194","ATL","LV",12,2020,4.44561265339144,3.81228117029472,5.02987542981282,4.24638708417884,3,0
"195","ATL","MIA",6,2017,0.866083652537782,0.828334458098593,1.28186538175214,1.22762544460587,2,0
"196","ATL","MIA",7,2021,2.11236925772391,1.98199271695038,2.34117259795312,2.1877709445297,3,0
"197","ATL","MIN",1,2019,2.2249276151415,1.99402692153997,2.30530490505043,2.02453941605109,2,0
"198","ATL","MIN",6,2020,2.82454826252069,2.56959019941072,2.75675376236904,2.52488879172761,4,0
"199","ATL","MIN",9,2023,2.28287750011077,1.81144254325968,3.00518807768822,2.31154339884388,2,0
"200","ATL","MIN",13,2017,0.623238682514057,0.612075150007358,0.948081351350993,0.931879582699978,0,0
"201","ATL","NE",7,2017,3.01333162211813,2.47630782490541,3.67870800965466,3.00894283199539,1,0
"202","ATL","NE",11,2021,0.562748790893238,0.545717288893193,0.52945469354745,0.516620101770492,1,0
"203","ATL","NE",32,2016,1.49940650863573,1.39909194431646,2.16296444518957,1.92015636326952,3,0
"204","ATL","NO",1,2022,2.26665657141712,2.1331899369082,2.36232205829583,2.22269656271626,2,0
